state_code,year,metric,value,unit,geography_level
MH,2012,AT&C Losses,546.77,Hours,State
MH,2012,ACS-ARR Gap,387.56,GW,State
MH,2012,Daily Power Supply,145.16,INR/kWh,State
MH,2013,Installed Capacity,242.46,%,State
MH,2013,Renewable Capacity,885.92,GW,State
MH,2013,AT&C Losses,10.95,MW,State
MH,2013,ACS-ARR Gap,612.57,MW,State
MH,2013,Daily Power Supply,432.2,%,State
MH,2014,Installed Capacity,625.64,GW,State
MH,2014,Renewable Capacity,857.41,GW,State
MH,2014,AT&C Losses,36.14,%,State
MH,2014,ACS-ARR Gap,94.88,GW,State
MH,2014,Daily Power Supply,92.96,Hours,State
MH,2015,Installed Capacity,632.37,MW,State
MH,2015,Renewable Capacity,698.34,MW,State
MH,2015,AT&C Losses,294.15,MW,State
MH,2015,ACS-ARR Gap,481.05,GW,State
MH,2015,Daily Power Supply,315.89,GW,State
MH,2016,Installed Capacity,742.15,MW,State
MH,2016,Renewable Capacity,357.53,MW,State
MH,2016,AT&C Losses,879.73,MW,State
MH,2016,ACS-ARR Gap,620.67,MW,State
MH,2016,Daily Power Supply,739.39,MW,State
MH,2017,Installed Capacity,151.15,GW,State
MH,2017,Renewable Capacity,856.42,INR/kWh,State
MH,2017,AT&C Losses,635.97,GW,State
MH,2017,ACS-ARR Gap,842.62,GW,State
MH,2017,Daily Power Supply,638.3,MW,State
MH,2018,Installed Capacity,562.96,Hours,State
MH,2018,Renewable Capacity,305.84,%,State
MH,2018,AT&C Losses,436.22,%,State
MH,2018,ACS-ARR Gap,805.39,Hours,State
MH,2018,Daily Power Supply,537.93,MW,State
MH,2019,Installed Capacity,433.07,GW,State
MH,2019,Renewable Capacity,148.02,%,State
MH,2019,AT&C Losses,652.48,Hours,State
MH,2019,ACS-ARR Gap,222.77,INR/kWh,State
MH,2019,Daily Power Supply,431.61,%,State
MH,2020,Installed Capacity,197.68,Hours,State
MH,2020,Renewable Capacity,669.98,INR/kWh,State
MH,2020,AT&C Losses,710.83,%,State
MH,2020,ACS-ARR Gap,145.92,MW,State
MH,2020,Daily Power Supply,588.11,INR/kWh,State
MH,2021,Installed Capacity,896.7,GW,State
MH,2021,Renewable Capacity,444.2,Hours,State
MH,2021,AT&C Losses,179.99,%,State
MH,2021,ACS-ARR Gap,198.89,GW,State
MH,2021,Daily Power Supply,756.49,GW,State
MH,2022,Installed Capacity,781.51,MW,State
MH,2022,Renewable Capacity,668.56,Hours,State
MH,2022,AT&C Losses,566.07,Hours,State
MH,2022,ACS-ARR Gap,334.25,Hours,State
MH,2022,Daily Power Supply,454.61,MW,State
MH,2023,Installed Capacity,780.39,GW,State
MH,2023,Renewable Capacity,395.03,INR/kWh,State
MH,2023,AT&C Losses,356.27,Hours,State
MH,2023,ACS-ARR Gap,786.14,MW,State
MH,2023,Daily Power Supply,713.76,MW,State
MH,2024,Installed Capacity,892.92,MW,State
MH,2024,Renewable Capacity,821.17,Hours,State
MH,2024,AT&C Losses,345.77,MW,State
MH,2024,ACS-ARR Gap,568.59,GW,State
MH,2024,Daily Power Supply,118.85,Hours,State
MH,2025,Installed Capacity,818.17,MW,State
MH,2025,Renewable Capacity,214.17,MW,State
MH,2025,AT&C Losses,163.29,INR/kWh,State
MH,2025,ACS-ARR Gap,62.68,GW,State
MH,2025,Daily Power Supply,222.88,Hours,State
GJ,2005,Installed Capacity,364.82,GW,State
GJ,2005,Renewable Capacity,596.53,GW,State
GJ,2005,AT&C Losses,352.28,GW,State
GJ,2005,ACS-ARR Gap,359.44,%,State
GJ,2005,Daily Power Supply,591.23,GW,State
GJ,2006,Installed Capacity,696.24,Hours,State
GJ,2006,Renewable Capacity,872.85,%,State
GJ,2006,AT&C Losses,795.4,MW,State
GJ,2006,ACS-ARR Gap,404.18,Hours,State
GJ,2006,Daily Power Supply,746.08,GW,State
GJ,2007,Installed Capacity,404.77,%,State
GJ,2007,Renewable Capacity,853.75,GW,State
GJ,2007,AT&C Losses,150.75,Hours,State
GJ,2007,ACS-ARR Gap,341.73,%,State
GJ,2007,Daily Power Supply,662.89,INR/kWh,State
GJ,2008,Installed Capacity,480.39,GW,State
GJ,2008,Renewable Capacity,759.83,Hours,State
GJ,2008,AT&C Losses,402.01,Hours,State
GJ,2008,ACS-ARR Gap,486.15,Hours,State
GJ,2008,Daily Power Supply,243.14,MW,State
GJ,2009,Installed Capacity,111.11,INR/kWh,State
GJ,2009,Renewable Capacity,842.98,INR/kWh,State
GJ,2009,AT&C Losses,576.18,%,State
GJ,2009,ACS-ARR Gap,407.25,INR/kWh,State
GJ,2009,Daily Power Supply,80.16,GW,State
GJ,2010,Installed Capacity,456.76,Hours,State
GJ,2010,Renewable Capacity,133.93,INR/kWh,State
GJ,2010,AT&C Losses,432.17,%,State
GJ,2010,ACS-ARR Gap,4.94,MW,State
GJ,2010,Daily Power Supply,291.16,INR/kWh,State
GJ,2011,Installed Capacity,781.19,%,State
GJ,2011,Renewable Capacity,440.22,Hours,State
GJ,2011,AT&C Losses,479.25,INR/kWh,State
GJ,2011,ACS-ARR Gap,129.62,MW,State
GJ,2011,Daily Power Supply,182.07,MW,State
GJ,2012,Installed Capacity,169.92,INR/kWh,State
GJ,2012,Renewable Capacity,399.65,INR/kWh,State
GJ,2012,AT&C Losses,867.03,MW,State
GJ,2012,ACS-ARR Gap,595.64,MW,State
GJ,2012,Daily Power Supply,337.18,MW,State
GJ,2013,Installed Capacity,220.11,MW,State
GJ,2013,Renewable Capacity,782.08,GW,State
GJ,2013,AT&C Losses,27.83,GW,State
GJ,2013,ACS-ARR Gap,620.73,GW,State
GJ,2013,Daily Power Supply,540.75,INR/kWh,State
GJ,2014,Installed Capacity,600.44,GW,State
GJ,2014,Renewable Capacity,96.38,Hours,State
GJ,2014,AT&C Losses,143.78,GW,State
GJ,2014,ACS-ARR Gap,779.86,GW,State
GJ,2014,Daily Power Supply,783.74,GW,State
GJ,2015,Installed Capacity,81.89,GW,State
GJ,2015,Renewable Capacity,98.64,MW,State
GJ,2015,AT&C Losses,364.02,Hours,State
GJ,2015,ACS-ARR Gap,601.0,MW,State
GJ,2015,Daily Power Supply,686.18,GW,State
GJ,2016,Installed Capacity,285.82,INR/kWh,State
GJ,2016,Renewable Capacity,736.14,GW,State
GJ,2016,AT&C Losses,295.88,GW,State
GJ,2016,ACS-ARR Gap,330.13,INR/kWh,State
GJ,2016,Daily Power Supply,342.69,INR/kWh,State
GJ,2017,Installed Capacity,404.1,GW,State
GJ,2017,Renewable Capacity,491.35,%,State
GJ,2017,AT&C Losses,204.93,MW,State
GJ,2017,ACS-ARR Gap,528.56,MW,State
GJ,2017,Daily Power Supply,683.53,GW,State
GJ,2018,Installed Capacity,342.12,MW,State
GJ,2018,Renewable Capacity,856.35,MW,State
GJ,2018,AT&C Losses,431.52,INR/kWh,State
GJ,2018,ACS-ARR Gap,732.48,GW,State
GJ,2018,Daily Power Supply,342.49,MW,State
GJ,2019,Installed Capacity,474.2,Hours,State
GJ,2019,Renewable Capacity,429.29,%,State
GJ,2019,AT&C Losses,688.51,MW,State
GJ,2019,ACS-ARR Gap,644.08,%,State
GJ,2019,Daily Power Supply,16.9,%,State
GJ,2020,Installed Capacity,7.3,INR/kWh,State
GJ,2020,Renewable Capacity,808.28,GW,State
GJ,2020,AT&C Losses,589.4,%,State
GJ,2020,ACS-ARR Gap,54.71,INR/kWh,State
GJ,2020,Daily Power Supply,431.53,%,State
GJ,2021,Installed Capacity,91.73,INR/kWh,State
GJ,2021,Renewable Capacity,555.81,INR/kWh,State
GJ,2021,AT&C Losses,256.74,%,State
GJ,2021,ACS-ARR Gap,836.68,Hours,State
GJ,2021,Daily Power Supply,485.48,MW,State
GJ,2022,Installed Capacity,549.5,MW,State
GJ,2022,Renewable Capacity,360.21,INR/kWh,State
GJ,2022,AT&C Losses,372.49,GW,State
GJ,2022,ACS-ARR Gap,470.47,Hours,State
GJ,2022,Daily Power Supply,163.7,INR/kWh,State
GJ,2023,Installed Capacity,166.53,GW,State
GJ,2023,Renewable Capacity,510.8,MW,State
GJ,2023,AT&C Losses,826.02,Hours,State
GJ,2023,ACS-ARR Gap,435.45,GW,State
GJ,2023,Daily Power Supply,336.47,INR/kWh,State
GJ,2024,Installed Capacity,570.02,%,State
GJ,2024,Renewable Capacity,2.82,INR/kWh,State
GJ,2024,AT&C Losses,795.84,GW,State
GJ,2024,ACS-ARR Gap,714.47,MW,State
GJ,2024,Daily Power Supply,157.71,GW,State
GJ,2025,Installed Capacity,755.96,GW,State
GJ,2025,Renewable Capacity,213.57,INR/kWh,State
GJ,2025,AT&C Losses,272.2,%,State
GJ,2025,ACS-ARR Gap,766.13,MW,State
GJ,2025,Daily Power Supply,728.67,%,State
RJ,2005,Installed Capacity,561.66,GW,State
RJ,2005,Renewable Capacity,381.84,INR/kWh,State
RJ,2005,AT&C Losses,151.63,%,State
RJ,2005,ACS-ARR Gap,782.4,GW,State
RJ,2005,Daily Power Supply,195.46,GW,State
RJ,2006,Installed Capacity,161.01,INR/kWh,State
RJ,2006,Renewable Capacity,577.95,Hours,State
RJ,2006,AT&C Losses,185.96,%,State
RJ,2006,ACS-ARR Gap,209.14,INR/kWh,State
RJ,2006,Daily Power Supply,535.23,GW,State
RJ,2007,Installed Capacity,889.01,%,State
RJ,2007,Renewable Capacity,537.54,MW,State
RJ,2007,AT&C Losses,364.18,INR/kWh,State
RJ,2007,ACS-ARR Gap,645.98,GW,State
RJ,2007,Daily Power Supply,14.73,Hours,State
RJ,2008,Installed Capacity,736.93,Hours,State
RJ,2008,Renewable Capacity,652.04,MW,State
RJ,2008,AT&C Losses,815.02,INR/kWh,State
RJ,2008,ACS-ARR Gap,71.94,INR/kWh,State
RJ,2008,Daily Power Supply,804.82,%,State
RJ,2009,Installed Capacity,361.37,GW,State
RJ,2009,Renewable Capacity,204.38,GW,State
RJ,2009,AT&C Losses,555.63,INR/kWh,State
RJ,2009,ACS-ARR Gap,467.39,MW,State
RJ,2009,Daily Power Supply,602.81,Hours,State
RJ,2010,Installed Capacity,210.72,INR/kWh,State
RJ,2010,Renewable Capacity,244.4,MW,State
RJ,2010,AT&C Losses,612.28,Hours,State
RJ,2010,ACS-ARR Gap,292.24,%,State
RJ,2010,Daily Power Supply,171.7,MW,State
RJ,2011,Installed Capacity,894.73,MW,State
RJ,2011,Renewable Capacity,326.97,%,State
RJ,2011,AT&C Losses,657.72,Hours,State
RJ,2011,ACS-ARR Gap,54.6,Hours,State
RJ,2011,Daily Power Supply,80.35,INR/kWh,State
RJ,2012,Installed Capacity,158.18,GW,State
RJ,2012,Renewable Capacity,153.84,MW,State
RJ,2012,AT&C Losses,87.46,GW,State
RJ,2012,ACS-ARR Gap,739.71,Hours,State
RJ,2012,Daily Power Supply,313.14,Hours,State
RJ,2013,Installed Capacity,883.12,%,State
RJ,2013,Renewable Capacity,834.5,INR/kWh,State
RJ,2013,AT&C Losses,108.29,%,State
RJ,2013,ACS-ARR Gap,137.6,INR/kWh,State
RJ,2013,Daily Power Supply,663.59,Hours,State
RJ,2014,Installed Capacity,219.67,INR/kWh,State
RJ,2014,Renewable Capacity,84.09,MW,State
RJ,2014,AT&C Losses,709.22,GW,State
RJ,2014,ACS-ARR Gap,547.83,Hours,State
RJ,2014,Daily Power Supply,703.93,MW,State
RJ,2015,Installed Capacity,57.27,Hours,State
RJ,2015,Renewable Capacity,273.16,MW,State
RJ,2015,AT&C Losses,307.84,GW,State
RJ,2015,ACS-ARR Gap,79.33,%,State
RJ,2015,Daily Power Supply,215.53,GW,State
RJ,2016,Installed Capacity,275.32,Hours,State
RJ,2016,Renewable Capacity,252.09,MW,State
RJ,2016,AT&C Losses,540.73,%,State
RJ,2016,ACS-ARR Gap,707.76,Hours,State
RJ,2016,Daily Power Supply,766.36,MW,State
RJ,2017,Installed Capacity,451.29,GW,State
RJ,2017,Renewable Capacity,105.17,MW,State
RJ,2017,AT&C Losses,565.34,MW,State
RJ,2017,ACS-ARR Gap,781.32,%,State
RJ,2017,Daily Power Supply,711.13,Hours,State
RJ,2018,Installed Capacity,736.95,INR/kWh,State
RJ,2018,Renewable Capacity,21.09,%,State
RJ,2018,AT&C Losses,625.61,MW,State
RJ,2018,ACS-ARR Gap,861.61,MW,State
RJ,2018,Daily Power Supply,577.05,GW,State
RJ,2019,Installed Capacity,517.86,INR/kWh,State
RJ,2019,Renewable Capacity,775.88,Hours,State
RJ,2019,AT&C Losses,545.93,GW,State
RJ,2019,ACS-ARR Gap,545.82,INR/kWh,State
RJ,2019,Daily Power Supply,286.12,%,State
RJ,2020,Installed Capacity,359.1,GW,State
RJ,2020,Renewable Capacity,599.84,MW,State
RJ,2020,AT&C Losses,61.82,MW,State
RJ,2020,ACS-ARR Gap,455.74,Hours,State
RJ,2020,Daily Power Supply,72.43,Hours,State
RJ,2021,Installed Capacity,869.26,Hours,State
RJ,2021,Renewable Capacity,280.98,Hours,State
RJ,2021,AT&C Losses,395.84,Hours,State
RJ,2021,ACS-ARR Gap,766.38,INR/kWh,State
RJ,2021,Daily Power Supply,16.41,MW,State
RJ,2022,Installed Capacity,585.36,%,State
RJ,2022,Renewable Capacity,348.12,INR/kWh,State
RJ,2022,AT&C Losses,702.8,MW,State
RJ,2022,ACS-ARR Gap,190.97,%,State
RJ,2022,Daily Power Supply,678.95,GW,State
RJ,2023,Installed Capacity,387.59,GW,State
RJ,2023,Renewable Capacity,128.45,GW,State
RJ,2023,AT&C Losses,704.54,%,State
RJ,2023,ACS-ARR Gap,160.4,Hours,State
RJ,2023,Daily Power Supply,556.44,Hours,State
RJ,2024,Installed Capacity,897.03,GW,State
RJ,2024,Renewable Capacity,209.76,Hours,State
RJ,2024,AT&C Losses,275.98,Hours,State
RJ,2024,ACS-ARR Gap,590.32,MW,State
RJ,2024,Daily Power Supply,118.07,Hours,State
RJ,2025,Installed Capacity,364.62,INR/kWh,State
RJ,2025,Renewable Capacity,319.14,%,State
RJ,2025,AT&C Losses,373.01,INR/kWh,State
RJ,2025,ACS-ARR Gap,348.68,INR/kWh,State
RJ,2025,Daily Power Supply,10.42,MW,State
UP,2005,Installed Capacity,120.86,INR/kWh,State
UP,2005,Renewable Capacity,17.76,INR/kWh,State
UP,2005,AT&C Losses,684.38,MW,State
UP,2005,ACS-ARR Gap,171.13,INR/kWh,State
UP,2005,Daily Power Supply,194.07,INR/kWh,State
UP,2006,Installed Capacity,750.96,INR/kWh,State
UP,2006,Renewable Capacity,878.3,MW,State
UP,2006,AT&C Losses,58.62,Hours,State
UP,2006,ACS-ARR Gap,334.58,GW,State
UP,2006,Daily Power Supply,493.39,INR/kWh,State
UP,2007,Installed Capacity,760.0,INR/kWh,State
UP,2007,Renewable Capacity,439.67,Hours,State
UP,2007,AT&C Losses,778.26,Hours,State
UP,2007,ACS-ARR Gap,586.71,%,State
UP,2007,Daily Power Supply,338.61,Hours,State
UP,2008,Installed Capacity,773.68,MW,State
UP,2008,Renewable Capacity,706.62,INR/kWh,State
UP,2008,AT&C Losses,120.26,GW,State
UP,2008,ACS-ARR Gap,592.99,GW,State
UP,2008,Daily Power Supply,619.48,Hours,State
UP,2009,Installed Capacity,69.24,GW,State
UP,2009,Renewable Capacity,756.86,MW,State
UP,2009,AT&C Losses,228.13,INR/kWh,State
UP,2009,ACS-ARR Gap,742.71,MW,State
UP,2009,Daily Power Supply,348.02,GW,State
UP,2010,Installed Capacity,552.73,Hours,State
UP,2010,Renewable Capacity,405.83,INR/kWh,State
UP,2010,AT&C Losses,135.58,Hours,State
UP,2010,ACS-ARR Gap,461.24,INR/kWh,State
UP,2010,Daily Power Supply,43.52,GW,State
UP,2011,Installed Capacity,671.71,GW,State
UP,2011,Renewable Capacity,65.34,%,State
UP,2011,AT&C Losses,11.39,INR/kWh,State
UP,2011,ACS-ARR Gap,457.97,MW,State
UP,2011,Daily Power Supply,416.02,Hours,State
UP,2012,Installed Capacity,315.06,%,State
UP,2012,Renewable Capacity,595.4,Hours,State
UP,2012,AT&C Losses,319.68,MW,State
UP,2012,ACS-ARR Gap,89.01,MW,State
UP,2012,Daily Power Supply,19.34,Hours,State
UP,2013,Installed Capacity,809.06,GW,State
UP,2013,Renewable Capacity,878.4,MW,State
UP,2013,AT&C Losses,9.88,Hours,State
UP,2013,ACS-ARR Gap,553.7,GW,State
UP,2013,Daily Power Supply,579.69,MW,State
UP,2014,Installed Capacity,430.69,MW,State
UP,2014,Renewable Capacity,290.33,Hours,State
UP,2014,AT&C Losses,263.89,MW,State
UP,2014,ACS-ARR Gap,541.89,INR/kWh,State
UP,2014,Daily Power Supply,828.31,Hours,State
UP,2015,Installed Capacity,141.4,MW,State
UP,2015,Renewable Capacity,304.77,MW,State
UP,2015,AT&C Losses,202.54,GW,State
UP,2015,ACS-ARR Gap,338.71,Hours,State
UP,2015,Daily Power Supply,350.09,MW,State
UP,2016,Installed Capacity,848.8,Hours,State
UP,2016,Renewable Capacity,109.79,%,State
UP,2016,AT&C Losses,798.29,INR/kWh,State
UP,2016,ACS-ARR Gap,257.67,GW,State
UP,2016,Daily Power Supply,232.96,MW,State
UP,2017,Installed Capacity,572.65,INR/kWh,State
UP,2017,Renewable Capacity,880.57,Hours,State
UP,2017,AT&C Losses,48.95,%,State
UP,2017,ACS-ARR Gap,242.76,Hours,State
UP,2017,Daily Power Supply,39.33,MW,State
UP,2018,Installed Capacity,97.6,INR/kWh,State
UP,2018,Renewable Capacity,653.52,%,State
UP,2018,AT&C Losses,868.63,%,State
UP,2018,ACS-ARR Gap,136.03,Hours,State
UP,2018,Daily Power Supply,659.65,%,State
UP,2019,Installed Capacity,682.49,GW,State
UP,2019,Renewable Capacity,457.77,%,State
UP,2019,AT&C Losses,136.84,Hours,State
UP,2019,ACS-ARR Gap,572.84,INR/kWh,State
UP,2019,Daily Power Supply,144.48,MW,State
UP,2020,Installed Capacity,502.46,GW,State
UP,2020,Renewable Capacity,667.67,%,State
UP,2020,AT&C Losses,892.63,%,State
UP,2020,ACS-ARR Gap,361.64,MW,State
UP,2020,Daily Power Supply,591.98,GW,State
UP,2021,Installed Capacity,499.8,%,State
UP,2021,Renewable Capacity,169.63,GW,State
UP,2021,AT&C Losses,338.05,GW,State
UP,2021,ACS-ARR Gap,499.03,MW,State
UP,2021,Daily Power Supply,685.01,Hours,State
UP,2022,Installed Capacity,671.29,GW,State
UP,2022,Renewable Capacity,862.29,GW,State
UP,2022,AT&C Losses,610.7,%,State
UP,2022,ACS-ARR Gap,757.85,%,State
UP,2022,Daily Power Supply,896.7,Hours,State
UP,2023,Installed Capacity,347.15,Hours,State
UP,2023,Renewable Capacity,650.0,%,State
UP,2023,AT&C Losses,124.47,INR/kWh,State
UP,2023,ACS-ARR Gap,2.19,INR/kWh,State
UP,2023,Daily Power Supply,26.65,Hours,State
UP,2024,Installed Capacity,163.6,INR/kWh,State
UP,2024,Renewable Capacity,84.15,Hours,State
UP,2024,AT&C Losses,459.34,%,State
UP,2024,ACS-ARR Gap,58.84,MW,State
UP,2024,Daily Power Supply,505.56,Hours,State
UP,2025,Installed Capacity,48.0,MW,State
UP,2025,Renewable Capacity,539.63,%,State
UP,2025,AT&C Losses,243.2,Hours,State
UP,2025,ACS-ARR Gap,290.24,%,State
UP,2025,Daily Power Supply,53.17,INR/kWh,State
BR,2005,Installed Capacity,671.46,MW,State
BR,2005,Renewable Capacity,637.06,Hours,State
BR,2005,AT&C Losses,465.78,INR/kWh,State
BR,2005,ACS-ARR Gap,133.13,GW,State
BR,2005,Daily Power Supply,390.9,MW,State
BR,2006,Installed Capacity,334.59,GW,State
BR,2006,Renewable Capacity,538.6,%,State
BR,2006,AT&C Losses,690.05,GW,State
BR,2006,ACS-ARR Gap,839.84,INR/kWh,State
BR,2006,Daily Power Supply,156.55,Hours,State
BR,2007,Installed Capacity,446.8,%,State
BR,2007,Renewable Capacity,617.48,Hours,State
BR,2007,AT&C Losses,345.76,GW,State
BR,2007,ACS-ARR Gap,855.31,INR/kWh,State
BR,2007,Daily Power Supply,166.44,INR/kWh,State
BR,2008,Installed Capacity,881.69,%,State
BR,2008,Renewable Capacity,24.06,GW,State
BR,2008,AT&C Losses,527.44,INR/kWh,State
BR,2008,ACS-ARR Gap,628.05,%,State
BR,2008,Daily Power Supply,269.2,INR/kWh,State
BR,2009,Installed Capacity,50.99,%,State
BR,2009,Renewable Capacity,386.98,%,State
BR,2009,AT&C Losses,339.53,INR/kWh,State
BR,2009,ACS-ARR Gap,433.07,INR/kWh,State
BR,2009,Daily Power Supply,412.64,INR/kWh,State
BR,2010,Installed Capacity,635.56,MW,State
BR,2010,Renewable Capacity,73.0,MW,State
BR,2010,AT&C Losses,818.5,GW,State
BR,2010,ACS-ARR Gap,6.82,GW,State
BR,2010,Daily Power Supply,143.44,Hours,State
BR,2011,Installed Capacity,118.65,GW,State
BR,2011,Renewable Capacity,676.36,GW,State
BR,2011,AT&C Losses,860.97,Hours,State
BR,2011,ACS-ARR Gap,40.61,Hours,State
BR,2011,Daily Power Supply,248.51,Hours,State
BR,2012,Installed Capacity,708.52,MW,State
BR,2012,Renewable Capacity,245.12,MW,State
BR,2012,AT&C Losses,760.39,Hours,State
BR,2012,ACS-ARR Gap,141.17,Hours,State
BR,2012,Daily Power Supply,30.74,Hours,State
BR,2013,Installed Capacity,557.92,%,State
BR,2013,Renewable Capacity,125.75,Hours,State
BR,2013,AT&C Losses,284.01,%,State
BR,2013,ACS-ARR Gap,312.94,MW,State
BR,2013,Daily Power Supply,659.34,%,State
BR,2014,Installed Capacity,867.07,INR/kWh,State
BR,2014,Renewable Capacity,47.51,Hours,State
BR,2014,AT&C Losses,709.05,GW,State
BR,2014,ACS-ARR Gap,445.29,INR/kWh,State
BR,2014,Daily Power Supply,231.25,%,State
BR,2015,Installed Capacity,652.78,INR/kWh,State
BR,2015,Renewable Capacity,509.01,%,State
BR,2015,AT&C Losses,278.17,INR/kWh,State
BR,2015,ACS-ARR Gap,547.87,GW,State
BR,2015,Daily Power Supply,165.12,GW,State
BR,2016,Installed Capacity,136.55,Hours,State
BR,2016,Renewable Capacity,376.48,GW,State
BR,2016,AT&C Losses,765.63,GW,State
BR,2016,ACS-ARR Gap,471.29,INR/kWh,State
BR,2016,Daily Power Supply,205.05,Hours,State
BR,2017,Installed Capacity,650.67,GW,State
BR,2017,Renewable Capacity,712.63,GW,State
BR,2017,AT&C Losses,489.41,MW,State
BR,2017,ACS-ARR Gap,436.48,INR/kWh,State
BR,2017,Daily Power Supply,127.29,GW,State
BR,2018,Installed Capacity,602.29,MW,State
BR,2018,Renewable Capacity,775.86,%,State
BR,2018,AT&C Losses,586.05,Hours,State
BR,2018,ACS-ARR Gap,56.51,Hours,State
BR,2018,Daily Power Supply,320.7,%,State
BR,2019,Installed Capacity,47.23,GW,State
BR,2019,Renewable Capacity,181.63,INR/kWh,State
BR,2019,AT&C Losses,148.65,Hours,State
BR,2019,ACS-ARR Gap,681.2,INR/kWh,State
BR,2019,Daily Power Supply,593.84,Hours,State
BR,2020,Installed Capacity,783.59,%,State
BR,2020,Renewable Capacity,852.0,MW,State
BR,2020,AT&C Losses,675.78,GW,State
BR,2020,ACS-ARR Gap,24.94,GW,State
BR,2020,Daily Power Supply,85.19,%,State
BR,2021,Installed Capacity,818.34,GW,State
BR,2021,Renewable Capacity,351.96,%,State
BR,2021,AT&C Losses,95.37,Hours,State
BR,2021,ACS-ARR Gap,406.8,%,State
BR,2021,Daily Power Supply,342.69,%,State
BR,2022,Installed Capacity,397.24,%,State
BR,2022,Renewable Capacity,183.79,MW,State
BR,2022,AT&C Losses,85.09,Hours,State
BR,2022,ACS-ARR Gap,713.67,Hours,State
BR,2022,Daily Power Supply,249.16,GW,State
BR,2023,Installed Capacity,356.68,MW,State
BR,2023,Renewable Capacity,142.58,Hours,State
BR,2023,AT&C Losses,502.26,MW,State
BR,2023,ACS-ARR Gap,285.43,%,State
BR,2023,Daily Power Supply,327.11,%,State
BR,2024,Installed Capacity,249.58,GW,State
BR,2024,Renewable Capacity,538.5,INR/kWh,State
BR,2024,AT&C Losses,659.51,%,State
BR,2024,ACS-ARR Gap,282.19,%,State
BR,2024,Daily Power Supply,794.23,Hours,State
BR,2025,Installed Capacity,665.89,GW,State
BR,2025,Renewable Capacity,376.28,INR/kWh,State
BR,2025,AT&C Losses,601.29,INR/kWh,State
BR,2025,ACS-ARR Gap,291.05,Hours,State
BR,2025,Daily Power Supply,793.79,%,State
MP,2005,Installed Capacity,146.43,%,State
MP,2005,Renewable Capacity,618.33,%,State
MP,2005,AT&C Losses,474.9,GW,State
MP,2005,ACS-ARR Gap,740.75,MW,State
MP,2005,Daily Power Supply,71.93,INR/kWh,State
MP,2006,Installed Capacity,876.12,Hours,State
MP,2006,Renewable Capacity,772.43,Hours,State
MP,2006,AT&C Losses,826.43,%,State
MP,2006,ACS-ARR Gap,683.74,GW,State
MP,2006,Daily Power Supply,424.32,Hours,State
MP,2007,Installed Capacity,413.61,INR/kWh,State
MP,2007,Renewable Capacity,229.26,%,State
MP,2007,AT&C Losses,791.9,MW,State
MP,2007,ACS-ARR Gap,220.28,Hours,State
MP,2007,Daily Power Supply,743.47,GW,State
MP,2008,Installed Capacity,216.27,Hours,State
MP,2008,Renewable Capacity,814.87,%,State
MP,2008,AT&C Losses,405.59,MW,State
MP,2008,ACS-ARR Gap,552.59,GW,State
MP,2008,Daily Power Supply,757.38,%,State
MP,2009,Installed Capacity,759.44,%,State
MP,2009,Renewable Capacity,570.91,Hours,State
MP,2009,AT&C Losses,665.5,MW,State
MP,2009,ACS-ARR Gap,292.93,Hours,State
MP,2009,Daily Power Supply,613.66,GW,State
MP,2010,Installed Capacity,589.93,GW,State
MP,2010,Renewable Capacity,753.42,%,State
MP,2010,AT&C Losses,624.89,GW,State
MP,2010,ACS-ARR Gap,194.37,INR/kWh,State
MP,2010,Daily Power Supply,30.35,INR/kWh,State
MP,2011,Installed Capacity,367.77,Hours,State
MP,2011,Renewable Capacity,844.51,Hours,State
MP,2011,AT&C Losses,209.87,GW,State
MP,2011,ACS-ARR Gap,709.71,INR/kWh,State
MP,2011,Daily Power Supply,809.01,%,State
MP,2012,Installed Capacity,816.52,%,State
MP,2012,Renewable Capacity,0.67,%,State
MP,2012,AT&C Losses,100.34,Hours,State
MP,2012,ACS-ARR Gap,343.76,%,State
MP,2012,Daily Power Supply,371.78,%,State
MP,2013,Installed Capacity,380.58,GW,State
MP,2013,Renewable Capacity,379.59,MW,State
MP,2013,AT&C Losses,869.64,GW,State
MP,2013,ACS-ARR Gap,263.35,%,State
MP,2013,Daily Power Supply,743.52,%,State
MP,2014,Installed Capacity,724.51,Hours,State
MP,2014,Renewable Capacity,883.63,GW,State
MP,2014,AT&C Losses,274.62,GW,State
MP,2014,ACS-ARR Gap,253.73,Hours,State
MP,2014,Daily Power Supply,101.77,INR/kWh,State
MP,2015,Installed Capacity,486.86,GW,State
MP,2015,Renewable Capacity,218.08,GW,State
MP,2015,AT&C Losses,422.16,GW,State
MP,2015,ACS-ARR Gap,742.17,INR/kWh,State
MP,2015,Daily Power Supply,267.87,%,State
MP,2016,Installed Capacity,657.36,GW,State
MP,2016,Renewable Capacity,43.8,Hours,State
MP,2016,AT&C Losses,789.58,MW,State
MP,2016,ACS-ARR Gap,601.19,GW,State
MP,2016,Daily Power Supply,890.13,INR/kWh,State
MP,2017,Installed Capacity,754.42,Hours,State
MP,2017,Renewable Capacity,524.73,MW,State
MP,2017,AT&C Losses,516.23,INR/kWh,State
MP,2017,ACS-ARR Gap,57.74,Hours,State
MP,2017,Daily Power Supply,198.59,Hours,State
MP,2018,Installed Capacity,103.88,INR/kWh,State
MP,2018,Renewable Capacity,472.95,GW,State
MP,2018,AT&C Losses,602.45,GW,State
