entity,entity_type,state_code,year,metric,value,unit
PNB,CPSE,OD,2011,Credit Deployed,649161.33,INR Cr
PNB,Institution,PB,2011,GNPA Ratio,34535.02,%
PNB,CPSE,KA,2011,Recovery Rate,450327.52,INR Cr
PNB,Bank,UP,2012,Gross Turnover,28311.05,INR Cr
PNB,Bank,BR,2012,Net Profit,783872.13,%
PNB,CPSE,OD,2012,Dividend,157158.08,%
PNB,Bank,RJ,2012,Credit Deployed,475035.62,INR Lakh Cr
PNB,Bank,HR,2012,GNPA Ratio,470462.38,INR Cr
PNB,CPSE,AP,2012,Recovery Rate,48100.61,%
PNB,Institution,GJ,2013,Gross Turnover,521673.42,%
PNB,Institution,OD,2013,Net Profit,449323.62,INR Lakh Cr
PNB,Institution,MP,2013,Dividend,280539.87,INR Lakh Cr
PNB,CPSE,OD,2013,Credit Deployed,65130.81,INR Cr
PNB,Institution,TN,2013,GNPA Ratio,794224.35,%
PNB,Institution,AP,2013,Recovery Rate,610313.47,%
PNB,CPSE,BR,2014,Gross Turnover,807807.0,INR Cr
PNB,CPSE,AP,2014,Net Profit,89995.72,INR Lakh Cr
PNB,Institution,GJ,2014,Dividend,319767.13,%
PNB,Institution,HR,2014,Credit Deployed,5882.8,INR Lakh Cr
PNB,Institution,HR,2014,GNPA Ratio,756708.16,INR Cr
PNB,CPSE,PB,2014,Recovery Rate,393460.47,INR Lakh Cr
PNB,Bank,BR,2015,Gross Turnover,65148.03,INR Cr
PNB,Institution,MP,2015,Net Profit,625735.61,INR Lakh Cr
PNB,CPSE,OD,2015,Dividend,886971.86,INR Lakh Cr
PNB,Institution,AP,2015,Credit Deployed,4824.04,INR Lakh Cr
PNB,CPSE,TG,2015,GNPA Ratio,125757.11,%
PNB,Institution,AP,2015,Recovery Rate,840311.68,%
PNB,Bank,KL,2016,Gross Turnover,863635.19,INR Cr
PNB,Bank,TG,2016,Net Profit,78826.23,INR Lakh Cr
PNB,CPSE,KA,2016,Dividend,464804.74,%
PNB,Bank,RJ,2016,Credit Deployed,543383.59,INR Cr
PNB,Bank,HR,2016,GNPA Ratio,271115.15,INR Lakh Cr
PNB,CPSE,TG,2016,Recovery Rate,154154.36,INR Cr
PNB,Bank,BR,2017,Gross Turnover,596138.05,INR Cr
PNB,CPSE,KL,2017,Net Profit,115377.98,INR Lakh Cr
PNB,CPSE,BR,2017,Dividend,673540.24,INR Lakh Cr
PNB,CPSE,OD,2017,Credit Deployed,542406.94,INR Lakh Cr
PNB,Institution,RJ,2017,GNPA Ratio,519458.69,%
PNB,CPSE,UP,2017,Recovery Rate,884321.2,INR Lakh Cr
PNB,Bank,GJ,2018,Gross Turnover,756361.89,INR Cr
PNB,Institution,GJ,2018,Net Profit,453504.88,INR Cr
PNB,Bank,AP,2018,Dividend,268700.15,INR Cr
PNB,Bank,TN,2018,Credit Deployed,23177.91,%
PNB,CPSE,GJ,2018,GNPA Ratio,674642.0,INR Cr
PNB,CPSE,BR,2018,Recovery Rate,409956.97,INR Cr
PNB,Institution,RJ,2019,Gross Turnover,264276.22,%
PNB,Institution,PB,2019,Net Profit,831797.35,INR Cr
PNB,CPSE,AP,2019,Dividend,352777.05,INR Cr
PNB,CPSE,KL,2019,Credit Deployed,543227.09,%
PNB,CPSE,TN,2019,GNPA Ratio,132213.28,INR Lakh Cr
PNB,Institution,UP,2019,Recovery Rate,210230.05,INR Lakh Cr
PNB,CPSE,HR,2020,Gross Turnover,110755.68,INR Cr
PNB,Bank,OD,2020,Net Profit,286523.64,INR Cr
PNB,CPSE,HR,2020,Dividend,647516.78,INR Lakh Cr
PNB,Bank,WB,2020,Credit Deployed,759963.66,INR Lakh Cr
PNB,CPSE,GJ,2020,GNPA Ratio,50873.56,INR Lakh Cr
PNB,CPSE,UP,2020,Recovery Rate,206934.23,INR Cr
PNB,Institution,WB,2021,Gross Turnover,561939.18,%
PNB,CPSE,MP,2021,Net Profit,510129.83,INR Lakh Cr
PNB,CPSE,TG,2021,Dividend,370672.94,INR Lakh Cr
PNB,Bank,KA,2021,Credit Deployed,769268.01,%
PNB,Institution,OD,2021,GNPA Ratio,393179.66,INR Cr
PNB,Bank,HR,2021,Recovery Rate,185590.38,INR Lakh Cr
PNB,CPSE,HR,2022,Gross Turnover,595693.93,%
PNB,CPSE,MH,2022,Net Profit,622680.6,INR Cr
PNB,Bank,PB,2022,Dividend,370039.93,%
PNB,Bank,OD,2022,Credit Deployed,60525.9,INR Lakh Cr
PNB,Institution,OD,2022,GNPA Ratio,553090.77,%
PNB,Bank,TG,2022,Recovery Rate,106624.35,INR Cr
PNB,Bank,BR,2023,Gross Turnover,628194.44,%
PNB,Institution,MP,2023,Net Profit,121725.72,INR Lakh Cr
PNB,Institution,OD,2023,Dividend,595306.42,%
PNB,Institution,GJ,2023,Credit Deployed,49808.6,INR Lakh Cr
PNB,CPSE,RJ,2023,GNPA Ratio,564536.29,INR Lakh Cr
PNB,Bank,TG,2023,Recovery Rate,311252.25,%
PNB,CPSE,GJ,2024,Gross Turnover,539737.98,%
PNB,Institution,UP,2024,Net Profit,295903.57,INR Cr
PNB,Bank,HR,2024,Dividend,489240.58,INR Lakh Cr
PNB,Bank,KL,2024,Credit Deployed,349775.18,INR Lakh Cr
PNB,Bank,BR,2024,GNPA Ratio,411512.81,INR Cr
PNB,Institution,HR,2024,Recovery Rate,444746.9,%
PNB,Institution,MP,2025,Gross Turnover,850470.91,INR Cr
PNB,Bank,AP,2025,Net Profit,453218.03,%
PNB,Institution,KL,2025,Dividend,637008.5,%
PNB,Institution,OD,2025,Credit Deployed,884412.22,%
PNB,CPSE,KL,2025,GNPA Ratio,367172.26,INR Cr
PNB,Institution,TN,2025,Recovery Rate,242215.09,INR Cr
Bank of Baroda,Institution,WB,2005,Gross Turnover,40204.65,INR Cr
Bank of Baroda,CPSE,GJ,2005,Net Profit,355303.84,%
Bank of Baroda,Institution,RJ,2005,Dividend,371625.94,%
Bank of Baroda,Institution,AP,2005,Credit Deployed,611756.42,INR Cr
Bank of Baroda,CPSE,OD,2005,GNPA Ratio,402098.38,INR Cr
Bank of Baroda,Institution,OD,2005,Recovery Rate,369870.44,INR Cr
Bank of Baroda,Institution,WB,2006,Gross Turnover,874756.04,INR Lakh Cr
Bank of Baroda,Institution,TN,2006,Net Profit,282705.7,%
Bank of Baroda,CPSE,TG,2006,Dividend,777143.67,%
Bank of Baroda,CPSE,KL,2006,Credit Deployed,739623.1,INR Cr
Bank of Baroda,Institution,OD,2006,GNPA Ratio,879680.88,%
Bank of Baroda,Bank,AP,2006,Recovery Rate,109709.07,%
Bank of Baroda,CPSE,OD,2007,Gross Turnover,898400.22,%
Bank of Baroda,Institution,BR,2007,Net Profit,583043.6,INR Cr
Bank of Baroda,CPSE,AP,2007,Dividend,343274.11,INR Cr
Bank of Baroda,Bank,WB,2007,Credit Deployed,655986.17,%
Bank of Baroda,Institution,OD,2007,GNPA Ratio,311163.77,%
Bank of Baroda,Institution,BR,2007,Recovery Rate,542716.45,INR Lakh Cr
Bank of Baroda,Institution,MH,2008,Gross Turnover,476832.85,INR Lakh Cr
Bank of Baroda,Institution,WB,2008,Net Profit,899767.15,%
Bank of Baroda,Bank,PB,2008,Dividend,790994.24,INR Cr
Bank of Baroda,Institution,KL,2008,Credit Deployed,808109.32,INR Cr
Bank of Baroda,Institution,OD,2008,GNPA Ratio,619500.8,INR Cr
Bank of Baroda,Bank,TN,2008,Recovery Rate,805591.08,%
Bank of Baroda,Bank,TN,2009,Gross Turnover,233301.21,%
Bank of Baroda,Institution,BR,2009,Net Profit,464627.88,INR Cr
Bank of Baroda,CPSE,UP,2009,Dividend,369733.99,INR Cr
Bank of Baroda,Bank,OD,2009,Credit Deployed,638265.54,%
Bank of Baroda,CPSE,OD,2009,GNPA Ratio,678405.0,%
Bank of Baroda,Bank,OD,2009,Recovery Rate,705559.43,%
Bank of Baroda,CPSE,MH,2010,Gross Turnover,593790.68,%
Bank of Baroda,CPSE,PB,2010,Net Profit,205590.98,%
Bank of Baroda,Bank,TG,2010,Dividend,105132.53,INR Lakh Cr
Bank of Baroda,Institution,TN,2010,Credit Deployed,409801.32,INR Cr
Bank of Baroda,Bank,KL,2010,GNPA Ratio,661895.58,INR Lakh Cr
Bank of Baroda,Bank,MP,2010,Recovery Rate,86187.82,INR Lakh Cr
Bank of Baroda,CPSE,GJ,2011,Gross Turnover,327359.33,INR Cr
Bank of Baroda,Bank,RJ,2011,Net Profit,606609.88,INR Lakh Cr
Bank of Baroda,CPSE,PB,2011,Dividend,403359.28,INR Cr
Bank of Baroda,Institution,WB,2011,Credit Deployed,609369.57,%
Bank of Baroda,Bank,MH,2011,GNPA Ratio,555958.05,INR Lakh Cr
Bank of Baroda,CPSE,BR,2011,Recovery Rate,448087.28,%
Bank of Baroda,Bank,OD,2012,Gross Turnover,408985.54,%
Bank of Baroda,Bank,TG,2012,Net Profit,743597.38,INR Cr
Bank of Baroda,CPSE,RJ,2012,Dividend,739486.18,%
Bank of Baroda,Bank,TN,2012,Credit Deployed,221075.96,INR Cr
Bank of Baroda,CPSE,HR,2012,GNPA Ratio,765904.88,%
Bank of Baroda,Bank,RJ,2012,Recovery Rate,769599.93,INR Lakh Cr
Bank of Baroda,Institution,WB,2013,Gross Turnover,47490.43,INR Cr
Bank of Baroda,Bank,TG,2013,Net Profit,799074.54,%
Bank of Baroda,CPSE,PB,2013,Dividend,725215.52,%
Bank of Baroda,Institution,AP,2013,Credit Deployed,783178.32,%
Bank of Baroda,Bank,UP,2013,GNPA Ratio,101526.1,INR Cr
Bank of Baroda,Institution,WB,2013,Recovery Rate,587239.73,INR Cr
Bank of Baroda,Institution,MH,2014,Gross Turnover,164886.59,INR Cr
Bank of Baroda,CPSE,MH,2014,Net Profit,496650.34,%
Bank of Baroda,Bank,HR,2014,Dividend,152790.95,INR Cr
Bank of Baroda,CPSE,TG,2014,Credit Deployed,433018.31,INR Cr
Bank of Baroda,CPSE,KL,2014,GNPA Ratio,513602.41,INR Lakh Cr
Bank of Baroda,Institution,TG,2014,Recovery Rate,643895.43,INR Lakh Cr
Bank of Baroda,CPSE,HR,2015,Gross Turnover,749945.82,INR Lakh Cr
Bank of Baroda,Bank,TG,2015,Net Profit,657377.33,INR Lakh Cr
Bank of Baroda,Institution,BR,2015,Dividend,437456.93,%
Bank of Baroda,Institution,AP,2015,Credit Deployed,699914.56,INR Lakh Cr
Bank of Baroda,CPSE,KL,2015,GNPA Ratio,594658.05,INR Cr
Bank of Baroda,Institution,HR,2015,Recovery Rate,765340.72,INR Lakh Cr
Bank of Baroda,Bank,OD,2016,Gross Turnover,398993.86,INR Lakh Cr
Bank of Baroda,CPSE,MH,2016,Net Profit,121049.75,INR Cr
Bank of Baroda,Institution,KL,2016,Dividend,368308.84,INR Lakh Cr
Bank of Baroda,Institution,AP,2016,Credit Deployed,222815.58,INR Lakh Cr
Bank of Baroda,Bank,WB,2016,GNPA Ratio,349972.46,%
Bank of Baroda,Institution,BR,2016,Recovery Rate,178696.59,INR Lakh Cr
Bank of Baroda,Bank,BR,2017,Gross Turnover,693372.9,INR Lakh Cr
Bank of Baroda,Bank,MH,2017,Net Profit,876368.59,INR Cr
Bank of Baroda,Bank,MH,2017,Dividend,297921.32,INR Lakh Cr
Bank of Baroda,Institution,UP,2017,Credit Deployed,217972.68,INR Lakh Cr
Bank of Baroda,CPSE,TG,2017,GNPA Ratio,890406.68,INR Cr
Bank of Baroda,Institution,GJ,2017,Recovery Rate,589450.44,INR Cr
Bank of Baroda,Institution,PB,2018,Gross Turnover,114251.18,INR Lakh Cr
Bank of Baroda,CPSE,OD,2018,Net Profit,29100.62,INR Lakh Cr
Bank of Baroda,CPSE,WB,2018,Dividend,547718.35,INR Cr
Bank of Baroda,Bank,KA,2018,Credit Deployed,711544.76,INR Lakh Cr
Bank of Baroda,CPSE,MP,2018,GNPA Ratio,356628.65,INR Cr
Bank of Baroda,CPSE,MH,2018,Recovery Rate,363739.55,INR Lakh Cr
Bank of Baroda,CPSE,BR,2019,Gross Turnover,362504.49,INR Lakh Cr
Bank of Baroda,Bank,PB,2019,Net Profit,855847.71,INR Lakh Cr
Bank of Baroda,Bank,HR,2019,Dividend,274896.44,%
Bank of Baroda,Institution,HR,2019,Credit Deployed,227035.03,%
Bank of Baroda,Bank,OD,2019,GNPA Ratio,177090.93,%
Bank of Baroda,Institution,KL,2019,Recovery Rate,449598.84,INR Lakh Cr
Bank of Baroda,Bank,MP,2020,Gross Turnover,610108.65,%
Bank of Baroda,CPSE,TN,2020,Net Profit,113999.02,%
Bank of Baroda,CPSE,UP,2020,Dividend,843968.11,INR Lakh Cr
Bank of Baroda,Institution,MH,2020,Credit Deployed,47051.28,%
Bank of Baroda,Bank,TN,2020,GNPA Ratio,888027.25,INR Cr
Bank of Baroda,Bank,BR,2020,Recovery Rate,437757.6,%
Bank of Baroda,Institution,WB,2021,Gross Turnover,818755.06,INR Cr
Bank of Baroda,CPSE,TN,2021,Net Profit,120716.32,INR Cr
Bank of Baroda,Institution,GJ,2021,Dividend,265250.42,%
Bank of Baroda,Institution,OD,2021,Credit Deployed,896222.17,INR Cr
Bank of Baroda,Institution,AP,2021,GNPA Ratio,842513.65,INR Lakh Cr
Bank of Baroda,Bank,HR,2021,Recovery Rate,786053.58,INR Cr
Bank of Baroda,Bank,KA,2022,Gross Turnover,108234.69,INR Lakh Cr
Bank of Baroda,CPSE,MH,2022,Net Profit,285022.75,INR Cr
Bank of Baroda,CPSE,RJ,2022,Dividend,510315.42,INR Lakh Cr
Bank of Baroda,Institution,TN,2022,Credit Deployed,837809.02,INR Cr
Bank of Baroda,CPSE,BR,2022,GNPA Ratio,597670.07,INR Lakh Cr
Bank of Baroda,CPSE,AP,2022,Recovery Rate,52692.35,INR Lakh Cr
Bank of Baroda,Institution,BR,2023,Gross Turnover,729747.19,%
Bank of Baroda,CPSE,OD,2023,Net Profit,502033.54,INR Cr
Bank of Baroda,Bank,TN,2023,Dividend,282037.79,INR Cr
Bank of Baroda,Bank,OD,2023,Credit Deployed,784150.58,INR Lakh Cr
Bank of Baroda,Bank,GJ,2023,GNPA Ratio,224290.9,%
Bank of Baroda,CPSE,BR,2023,Recovery Rate,496190.14,INR Lakh Cr
Bank of Baroda,Institution,MP,2024,Gross Turnover,685315.34,%
Bank of Baroda,Bank,KL,2024,Net Profit,182702.17,INR Cr
Bank of Baroda,Institution,UP,2024,Dividend,291832.54,INR Lakh Cr
Bank of Baroda,CPSE,MP,2024,Credit Deployed,818310.05,INR Lakh Cr
Bank of Baroda,Bank,TG,2024,GNPA Ratio,4792.7,INR Lakh Cr
Bank of Baroda,Bank,RJ,2024,Recovery Rate,21993.95,INR Cr
Bank of Baroda,Bank,MH,2025,Gross Turnover,615898.94,%
Bank of Baroda,CPSE,KA,2025,Net Profit,531788.82,%
Bank of Baroda,Institution,KL,2025,Dividend,711766.8,INR Lakh Cr
Bank of Baroda,Bank,BR,2025,Credit Deployed,560470.92,INR Cr
Bank of Baroda,Bank,RJ,2025,GNPA Ratio,162604.62,%
Bank of Baroda,CPSE,RJ,2025,Recovery Rate,714185.73,INR Lakh Cr
Power Finance Corporation,Institution,MP,2005,Gross Turnover,682565.72,%
Power Finance Corporation,Institution,HR,2005,Net Profit,536996.14,INR Cr
Power Finance Corporation,CPSE,GJ,2005,Dividend,56459.33,INR Lakh Cr
Power Finance Corporation,Bank,MP,2005,Credit Deployed,62690.58,INR Lakh Cr
Power Finance Corporation,CPSE,UP,2005,GNPA Ratio,584309.41,INR Lakh Cr
Power Finance Corporation,Institution,RJ,2005,Recovery Rate,380206.99,INR Cr
Power Finance Corporation,CPSE,AP,2006,Gross Turnover,161374.82,INR Cr
Power Finance Corporation,Institution,TN,2006,Net Profit,296446.97,INR Lakh Cr
Power Finance Corporation,Institution,MP,2006,Dividend,114820.06,INR Cr
Power Finance Corporation,Bank,BR,2006,Credit Deployed,67068.67,%
Power Finance Corporation,CPSE,BR,2006,GNPA Ratio,393265.01,INR Cr
Power Finance Corporation,CPSE,OD,2006,Recovery Rate,752747.45,INR Lakh Cr
Power Finance Corporation,Institution,OD,2007,Gross Turnover,579984.41,INR Lakh Cr
Power Finance Corporation,Bank,UP,2007,Net Profit,18262.08,INR Lakh Cr
Power Finance Corporation,CPSE,PB,2007,Dividend,637811.96,%
Power Finance Corporation,CPSE,WB,2007,Credit Deployed,527591.49,INR Lakh Cr
Power Finance Corporation,Bank,TN,2007,GNPA Ratio,303979.82,%
Power Finance Corporation,Institution,TN,2007,Recovery Rate,554818.63,%
Power Finance Corporation,Bank,BR,2008,Gross Turnover,26263.31,INR Lakh Cr
Power Finance Corporation,Institution,BR,2008,Net Profit,836873.35,%
Power Finance Corporation,Institution,UP,2008,Dividend,672071.51,%
Power Finance Corporation,Institution,KL,2008,Credit Deployed,117846.82,INR Lakh Cr
Power Finance Corporation,CPSE,PB,2008,GNPA Ratio,640516.74,INR Cr
Power Finance Corporation,Institution,KA,2008,Recovery Rate,113355.32,INR Cr
Power Finance Corporation,Institution,HR,2009,Gross Turnover,669933.94,INR Lakh Cr
Power Finance Corporation,CPSE,PB,2009,Net Profit,114050.19,INR Lakh Cr
Power Finance Corporation,Bank,OD,2009,Dividend,416216.51,%
Power Finance Corporation,CPSE,TG,2009,Credit Deployed,547167.34,INR Lakh Cr
Power Finance Corporation,Institution,WB,2009,GNPA Ratio,112436.58,%
Power Finance Corporation,Bank,KA,2009,Recovery Rate,791830.59,%
Power Finance Corporation,Bank,WB,2010,Gross Turnover,784787.87,INR Lakh Cr
Power Finance Corporation,CPSE,PB,2010,Net Profit,866073.06,INR Cr
Power Finance Corporation,Bank,AP,2010,Dividend,177590.6,INR Lakh Cr
Power Finance Corporation,Institution,MP,2010,Credit Deployed,802938.7,INR Cr
Power Finance Corporation,Bank,MP,2010,GNPA Ratio,142690.96,INR Cr
Power Finance Corporation,Bank,KA,2010,Recovery Rate,465413.63,INR Lakh Cr
Power Finance Corporation,Bank,UP,2011,Gross Turnover,710880.26,INR Lakh Cr
Power Finance Corporation,Institution,MH,2011,Net Profit,56581.11,INR Cr
Power Finance Corporation,Institution,PB,2011,Dividend,546942.75,INR Lakh Cr
Power Finance Corporation,Institution,TG,2011,Credit Deployed,349325.89,INR Lakh Cr
Power Finance Corporation,Institution,MP,2011,GNPA Ratio,450213.33,%
Power Finance Corporation,Institution,TG,2011,Recovery Rate,291588.11,%
Power Finance Corporation,Institution,WB,2012,Gross Turnover,746703.52,%
Power Finance Corporation,Bank,WB,2012,Net Profit,632787.48,INR Cr
Power Finance Corporation,CPSE,WB,2012,Dividend,81185.23,%
Power Finance Corporation,CPSE,MH,2012,Credit Deployed,872601.49,%
Power Finance Corporation,Institution,UP,2012,GNPA Ratio,58091.65,INR Lakh Cr
Power Finance Corporation,Institution,OD,2012,Recovery Rate,772537.46,%
Power Finance Corporation,CPSE,KA,2013,Gross Turnover,285307.7,%
Power Finance Corporation,CPSE,OD,2013,Net Profit,484550.38,%
Power Finance Corporation,CPSE,KL,2013,Dividend,765702.13,INR Cr
Power Finance Corporation,CPSE,TG,2013,Credit Deployed,458755.76,INR Lakh Cr
Power Finance Corporation,Institution,AP,2013,GNPA Ratio,309674.5,%
Power Finance Corporation,Institution,GJ,2013,Recovery Rate,685150.3,INR Lakh Cr
Power Finance Corporation,Institution,WB,2014,Gross Turnover,286375.55,%
Power Finance Corporation,CPSE,TN,2014,Net Profit,340452.72,INR Lakh Cr
Power Finance Corporation,Bank,HR,2014,Dividend,377184.79,INR Lakh Cr
Power Finance Corporation,Institution,MP,2014,Credit Deployed,887272.74,INR Cr
Power Finance Corporation,CPSE,HR,2014,GNPA Ratio,641481.25,INR Cr
Power Finance Corporation,CPSE,RJ,2014,Recovery Rate,447487.19,INR Lakh Cr
Power Finance Corporation,CPSE,TN,2015,Gross Turnover,300440.08,%
Power Finance Corporation,Institution,KL,2015,Net Profit,372539.31,INR Lakh Cr
Power Finance Corporation,Institution,KA,2015,Dividend,47750.76,INR Cr
Power Finance Corporation,Bank,OD,2015,Credit Deployed,528925.24,INR Cr
Power Finance Corporation,Bank,PB,2015,GNPA Ratio,772806.26,INR Lakh Cr
Power Finance Corporation,CPSE,TG,2015,Recovery Rate,606168.37,INR Cr
Power Finance Corporation,Institution,TN,2016,Gross Turnover,397398.14,INR Cr
Power Finance Corporation,Institution,UP,2016,Net Profit,178050.01,INR Cr
Power Finance Corporation,CPSE,GJ,2016,Dividend,617045.9,INR Cr
Power Finance Corporation,Bank,GJ,2016,Credit Deployed,574857.18,INR Cr
Power Finance Corporation,Bank,KA,2016,GNPA Ratio,393105.08,%
Power Finance Corporation,Institution,TN,2016,Recovery Rate,13748.2,INR Cr
Power Finance Corporation,Bank,WB,2017,Gross Turnover,47174.59,%
Power Finance Corporation,CPSE,PB,2017,Net Profit,76689.58,INR Cr
Power Finance Corporation,Bank,KA,2017,Dividend,140091.64,INR Cr
Power Finance Corporation,Bank,OD,2017,Credit Deployed,223146.73,INR Cr
Power Finance Corporation,Institution,KL,2017,GNPA Ratio,648530.57,INR Cr
Power Finance Corporation,Institution,RJ,2017,Recovery Rate,462493.11,INR Lakh Cr
Power Finance Corporation,Bank,WB,2018,Gross Turnover,77791.3,INR Cr
Power Finance Corporation,CPSE,RJ,2018,Net Profit,847022.62,INR Lakh Cr
Power Finance Corporation,Institution,AP,2018,Dividend,880194.3,INR Cr
Power Finance Corporation,CPSE,GJ,2018,Credit Deployed,20054.99,%
Power Finance Corporation,Institution,HR,2018,GNPA Ratio,547854.56,INR Lakh Cr
Power Finance Corporation,Bank,OD,2018,Recovery Rate,621771.25,INR Lakh Cr
Power Finance Corporation,CPSE,AP,2019,Gross Turnover,536568.44,INR Lakh Cr
Power Finance Corporation,CPSE,AP,2019,Net Profit,166981.52,INR Lakh Cr
Power Finance Corporation,Institution,RJ,2019,Dividend,771475.09,%
Power Finance Corporation,CPSE,WB,2019,Credit Deployed,226989.64,INR Cr
Power Finance Corporation,CPSE,TG,2019,GNPA Ratio,237163.8,%
Power Finance Corporation,CPSE,OD,2019,Recovery Rate,407096.61,INR Lakh Cr
Power Finance Corporation,Institution,KA,2020,Gross Turnover,595227.74,%
Power Finance Corporation,Bank,BR,2020,Net Profit,20263.67,INR Cr
Power Finance Corporation,Institution,KL,2020,Dividend,352514.12,INR Cr
Power Finance Corporation,CPSE,GJ,2020,Credit Deployed,85426.17,%
Power Finance Corporation,CPSE,MP,2020,GNPA Ratio,708616.09,INR Cr
Power Finance Corporation,Bank,HR,2020,Recovery Rate,158986.96,INR Lakh Cr
Power Finance Corporation,CPSE,KL,2021,Gross Turnover,660700.38,INR Cr
Power Finance Corporation,CPSE,MH,2021,Net Profit,723837.0,%
Power Finance Corporation,Institution,KL,2021,Dividend,462274.91,%
Power Finance Corporation,Bank,GJ,2021,Credit Deployed,349315.43,%
Power Finance Corporation,CPSE,OD,2021,GNPA Ratio,321729.11,INR Cr
Power Finance Corporation,CPSE,HR,2021,Recovery Rate,365063.4,%
Power Finance Corporation,Bank,HR,2022,Gross Turnover,259389.54,%
Power Finance Corporation,CPSE,UP,2022,Net Profit,153485.65,%
Power Finance Corporation,CPSE,KA,2022,Dividend,615461.89,%
Power Finance Corporation,Institution,GJ,2022,Credit Deployed,71276.98,INR Cr
Power Finance Corporation,CPSE,MP,2022,GNPA Ratio,181882.83,INR Cr
Power Finance Corporation,Bank,PB,2022,Recovery Rate,258187.32,INR Lakh Cr
Power Finance Corporation,Bank,TN,2023,Gross Turnover,899384.65,INR Lakh Cr
Power Finance Corporation,Institution,KA,2023,Net Profit,155546.32,INR Cr
Power Finance Corporation,CPSE,KL,2023,Dividend,194231.67,INR Lakh Cr
Power Finance Corporation,Institution,TN,2023,Credit Deployed,796514.94,%
Power Finance Corporation,CPSE,AP,2023,GNPA Ratio,423296.94,%
Power Finance Corporation,Bank,UP,2023,Recovery Rate,717790.26,%
Power Finance Corporation,Institution,TN,2024,Gross Turnover,762621.07,%
Power Finance Corporation,Bank,KL,2024,Net Profit,541252.27,INR Cr
Power Finance Corporation,Institution,OD,2024,Dividend,488561.81,INR Cr
Power Finance Corporation,CPSE,UP,2024,Credit Deployed,330131.63,INR Cr
Power Finance Corporation,Institution,HR,2024,GNPA Ratio,376532.55,%
Power Finance Corporation,Bank,GJ,2024,Recovery Rate,740943.56,INR Cr
Power Finance Corporation,Bank,HR,2025,Gross Turnover,71576.95,INR Cr
Power Finance Corporation,Bank,KL,2025,Net Profit,332685.11,%
Power Finance Corporation,CPSE,KA,2025,Dividend,893847.43,INR Lakh Cr
Power Finance Corporation,Institution,PB,2025,Credit Deployed,355042.22,INR Lakh Cr
Power Finance Corporation,Bank,MP,2025,GNPA Ratio,460337.83,INR Lakh Cr
Power Finance Corporation,CPSE,OD,2025,Recovery Rate,896411.54,%
REC Limited,CPSE,TN,2005,Gross Turnover,763577.47,INR Lakh Cr
REC Limited,CPSE,UP,2005,Net Profit,776102.8,%
REC Limited,Institution,MH,2005,Dividend,606800.93,INR Lakh Cr
REC Limited,CPSE,AP,2005,Credit Deployed,488297.65,INR Cr
REC Limited,Bank,TN,2005,GNPA Ratio,728081.88,%
REC Limited,Institution,BR,2005,Recovery Rate,454392.28,%
REC Limited,Institution,BR,2006,Gross Turnover,744444.06,INR Cr
REC Limited,CPSE,KL,2006,Net Profit,238538.78,INR Cr
REC Limited,CPSE,TG,2006,Dividend,275407.82,%
REC Limited,CPSE,WB,2006,Credit Deployed,366971.22,INR Cr
REC Limited,Institution,WB,2006,GNPA Ratio,371488.36,INR Lakh Cr
REC Limited,Bank,TG,2006,Recovery Rate,396694.81,%
REC Limited,Bank,BR,2007,Gross Turnover,792380.91,%
REC Limited,Institution,MH,2007,Net Profit,7388.41,INR Cr
REC Limited,Institution,RJ,2007,Dividend,864919.23,%
REC Limited,Bank,OD,2007,Credit Deployed,159741.88,%
REC Limited,Bank,PB,2007,GNPA Ratio,57257.46,INR Lakh Cr
REC Limited,Bank,HR,2007,Recovery Rate,447889.62,INR Lakh Cr
REC Limited,Institution,GJ,2008,Gross Turnover,153338.82,%
REC Limited,Bank,TN,2008,Net Profit,638942.67,%
REC Limited,CPSE,GJ,2008,Dividend,8327.34,INR Cr
REC Limited,Institution,MP,2008,Credit Deployed,793508.24,INR Cr
REC Limited,Bank,TG,2008,GNPA Ratio,526941.49,INR Lakh Cr
REC Limited,Bank,GJ,2008,Recovery Rate,200662.78,INR Lakh Cr
REC Limited,CPSE,WB,2009,Gross Turnover,22041.99,INR Cr
REC Limited,Bank,MP,2009,Net Profit,263847.42,INR Lakh Cr
REC Limited,CPSE,BR,2009,Dividend,866583.82,%
REC Limited,CPSE,WB,2009,Credit Deployed,314871.71,INR Lakh Cr
REC Limited,Bank,UP,2009,GNPA Ratio,583335.59,INR Cr
REC Limited,CPSE,MP,2009,Recovery Rate,777193.24,INR Lakh Cr
REC Limited,Bank,MP,2010,Gross Turnover,651225.39,INR Lakh Cr
REC Limited,Bank,BR,2010,Net Profit,749640.15,%
REC Limited,Bank,TN,2010,Dividend,760704.55,INR Cr
REC Limited,CPSE,WB,2010,Credit Deployed,795015.9,INR Cr
REC Limited,CPSE,RJ,2010,GNPA Ratio,678301.99,%
REC Limited,CPSE,PB,2010,Recovery Rate,779155.86,%
REC Limited,CPSE,AP,2011,Gross Turnover,193277.9,INR Lakh Cr
REC Limited,Institution,OD,2011,Net Profit,137674.15,INR Lakh Cr
REC Limited,CPSE,GJ,2011,Dividend,432608.29,INR Lakh Cr
REC Limited,CPSE,MP,2011,Credit Deployed,80852.28,INR Cr
REC Limited,Institution,WB,2011,GNPA Ratio,144296.82,INR Lakh Cr
REC Limited,Bank,HR,2011,Recovery Rate,48548.79,%
