state_code,year,indicator,value,gender,area_type
KA,2021,Female LFPR,86.89,Total,Total
KA,2021,IMR,93.76,Female,Rural
KA,2021,Education Enrolment,46.73,Male,Rural
KA,2021,Learning Outcomes,36.25,Female,Rural
KA,2022,Employment Rate,80.25,Female,Total
KA,2022,WPR,24.66,Female,Rural
KA,2022,Female LFPR,16.68,Male,Rural
KA,2022,IMR,28.28,Total,Rural
KA,2022,Education Enrolment,79.91,Male,Urban
KA,2022,Learning Outcomes,28.45,Total,Total
KA,2023,Employment Rate,49.5,Total,Urban
KA,2023,WPR,93.27,Male,Rural
KA,2023,Female LFPR,70.01,Male,Total
KA,2023,IMR,41.95,Total,Rural
KA,2023,Education Enrolment,42.31,Female,Rural
KA,2023,Learning Outcomes,20.12,Male,Total
KA,2024,Employment Rate,55.32,Female,Total
KA,2024,WPR,66.67,Total,Total
KA,2024,Female LFPR,43.12,Female,Rural
KA,2024,IMR,64.23,Male,Total
KA,2024,Education Enrolment,38.24,Male,Urban
KA,2024,Learning Outcomes,17.56,Total,Total
KA,2025,Employment Rate,90.15,Male,Total
KA,2025,WPR,63.46,Total,Total
KA,2025,Female LFPR,59.44,Female,Rural
KA,2025,IMR,71.91,Female,Rural
KA,2025,Education Enrolment,84.25,Total,Urban
KA,2025,Learning Outcomes,66.67,Female,Total
MH,2005,Employment Rate,84.33,Total,Urban
MH,2005,WPR,55.51,Total,Rural
MH,2005,Female LFPR,33.85,Male,Urban
MH,2005,IMR,65.34,Female,Rural
MH,2005,Education Enrolment,89.84,Total,Rural
MH,2005,Learning Outcomes,79.46,Male,Urban
MH,2006,Employment Rate,17.06,Female,Urban
MH,2006,WPR,29.99,Female,Rural
MH,2006,Female LFPR,37.83,Total,Urban
MH,2006,IMR,35.65,Male,Urban
MH,2006,Education Enrolment,50.48,Female,Total
MH,2006,Learning Outcomes,38.73,Male,Rural
MH,2007,Employment Rate,23.46,Total,Rural
MH,2007,WPR,72.81,Total,Rural
MH,2007,Female LFPR,39.63,Total,Rural
MH,2007,IMR,37.17,Total,Rural
MH,2007,Education Enrolment,39.77,Male,Total
MH,2007,Learning Outcomes,84.28,Male,Total
MH,2008,Employment Rate,17.58,Male,Total
MH,2008,WPR,53.41,Female,Rural
MH,2008,Female LFPR,70.69,Female,Total
MH,2008,IMR,56.67,Male,Total
MH,2008,Education Enrolment,70.47,Male,Urban
MH,2008,Learning Outcomes,41.34,Male,Urban
MH,2009,Employment Rate,43.89,Female,Rural
MH,2009,WPR,64.44,Total,Total
MH,2009,Female LFPR,96.6,Male,Total
MH,2009,IMR,42.27,Female,Urban
MH,2009,Education Enrolment,17.06,Total,Urban
MH,2009,Learning Outcomes,48.19,Female,Total
MH,2010,Employment Rate,83.15,Total,Total
MH,2010,WPR,51.38,Total,Total
MH,2010,Female LFPR,32.27,Male,Rural
MH,2010,IMR,67.83,Female,Total
MH,2010,Education Enrolment,27.44,Female,Total
MH,2010,Learning Outcomes,24.44,Total,Total
MH,2011,Employment Rate,39.9,Total,Total
MH,2011,WPR,65.15,Total,Total
MH,2011,Female LFPR,78.19,Female,Rural
MH,2011,IMR,35.36,Female,Urban
MH,2011,Education Enrolment,88.02,Female,Rural
MH,2011,Learning Outcomes,93.62,Female,Rural
MH,2012,Employment Rate,51.55,Female,Total
MH,2012,WPR,63.78,Male,Rural
MH,2012,Female LFPR,60.97,Total,Rural
MH,2012,IMR,18.51,Total,Urban
MH,2012,Education Enrolment,84.25,Total,Urban
MH,2012,Learning Outcomes,49.04,Female,Rural
MH,2013,Employment Rate,31.41,Female,Rural
MH,2013,WPR,68.55,Female,Urban
MH,2013,Female LFPR,94.2,Total,Rural
MH,2013,IMR,20.64,Total,Urban
MH,2013,Education Enrolment,53.58,Female,Total
MH,2013,Learning Outcomes,93.42,Female,Total
MH,2014,Employment Rate,64.97,Total,Total
MH,2014,WPR,44.56,Male,Rural
MH,2014,Female LFPR,86.43,Total,Urban
MH,2014,IMR,71.81,Male,Urban
MH,2014,Education Enrolment,73.67,Total,Total
MH,2014,Learning Outcomes,27.31,Male,Rural
MH,2015,Employment Rate,20.67,Female,Total
MH,2015,WPR,36.74,Male,Urban
MH,2015,Female LFPR,43.21,Female,Rural
MH,2015,IMR,40.95,Total,Rural
MH,2015,Education Enrolment,86.31,Total,Rural
MH,2015,Learning Outcomes,85.62,Female,Total
MH,2016,Employment Rate,45.14,Male,Total
MH,2016,WPR,93.54,Female,Urban
MH,2016,Female LFPR,29.72,Female,Urban
MH,2016,IMR,47.6,Male,Total
MH,2016,Education Enrolment,64.6,Total,Total
MH,2016,Learning Outcomes,79.91,Total,Total
MH,2017,Employment Rate,41.56,Female,Total
MH,2017,WPR,44.95,Total,Total
MH,2017,Female LFPR,45.86,Total,Total
MH,2017,IMR,75.51,Male,Rural
MH,2017,Education Enrolment,96.45,Male,Urban
MH,2017,Learning Outcomes,91.5,Female,Rural
MH,2018,Employment Rate,20.41,Male,Rural
MH,2018,WPR,26.22,Male,Rural
MH,2018,Female LFPR,76.78,Male,Rural
MH,2018,IMR,31.55,Female,Total
MH,2018,Education Enrolment,77.71,Female,Rural
MH,2018,Learning Outcomes,72.16,Male,Urban
MH,2019,Employment Rate,54.96,Male,Rural
MH,2019,WPR,97.16,Total,Rural
MH,2019,Female LFPR,15.91,Female,Total
MH,2019,IMR,97.22,Female,Rural
MH,2019,Education Enrolment,67.63,Total,Total
MH,2019,Learning Outcomes,75.84,Total,Urban
MH,2020,Employment Rate,60.28,Male,Total
MH,2020,WPR,52.56,Female,Urban
MH,2020,Female LFPR,49.96,Total,Urban
MH,2020,IMR,67.25,Total,Rural
MH,2020,Education Enrolment,88.87,Male,Rural
MH,2020,Learning Outcomes,24.93,Female,Rural
MH,2021,Employment Rate,23.2,Male,Urban
MH,2021,WPR,40.35,Total,Urban
MH,2021,Female LFPR,46.18,Female,Urban
MH,2021,IMR,37.12,Male,Rural
MH,2021,Education Enrolment,36.32,Total,Rural
MH,2021,Learning Outcomes,84.0,Total,Urban
MH,2022,Employment Rate,63.92,Total,Urban
MH,2022,WPR,54.45,Male,Total
MH,2022,Female LFPR,25.84,Male,Urban
MH,2022,IMR,67.69,Total,Total
MH,2022,Education Enrolment,92.23,Female,Urban
MH,2022,Learning Outcomes,23.21,Female,Total
MH,2023,Employment Rate,39.85,Total,Total
MH,2023,WPR,67.54,Total,Urban
MH,2023,Female LFPR,49.65,Total,Total
MH,2023,IMR,86.53,Male,Rural
MH,2023,Education Enrolment,66.62,Total,Urban
MH,2023,Learning Outcomes,48.16,Female,Rural
MH,2024,Employment Rate,53.99,Male,Total
MH,2024,WPR,26.84,Total,Urban
MH,2024,Female LFPR,47.57,Female,Total
MH,2024,IMR,17.67,Total,Urban
MH,2024,Education Enrolment,71.97,Female,Total
MH,2024,Learning Outcomes,19.86,Total,Urban
MH,2025,Employment Rate,83.29,Male,Rural
MH,2025,WPR,30.16,Male,Urban
MH,2025,Female LFPR,75.27,Female,Urban
MH,2025,IMR,83.8,Total,Total
MH,2025,Education Enrolment,61.28,Total,Total
MH,2025,Learning Outcomes,88.8,Female,Total
GJ,2005,Employment Rate,48.27,Male,Urban
GJ,2005,WPR,75.0,Male,Total
GJ,2005,Female LFPR,95.36,Male,Total
GJ,2005,IMR,60.32,Female,Urban
GJ,2005,Education Enrolment,55.65,Female,Rural
GJ,2005,Learning Outcomes,53.06,Male,Urban
GJ,2006,Employment Rate,97.8,Total,Total
GJ,2006,WPR,60.11,Female,Rural
GJ,2006,Female LFPR,93.76,Female,Urban
GJ,2006,IMR,56.73,Total,Total
GJ,2006,Education Enrolment,15.29,Female,Rural
GJ,2006,Learning Outcomes,45.0,Male,Rural
GJ,2007,Employment Rate,67.1,Total,Total
GJ,2007,WPR,26.71,Total,Urban
GJ,2007,Female LFPR,85.93,Total,Urban
GJ,2007,IMR,57.1,Total,Rural
GJ,2007,Education Enrolment,74.14,Female,Rural
GJ,2007,Learning Outcomes,42.94,Total,Total
GJ,2008,Employment Rate,95.0,Male,Rural
GJ,2008,WPR,21.95,Male,Rural
GJ,2008,Female LFPR,44.06,Total,Rural
GJ,2008,IMR,44.29,Female,Total
GJ,2008,Education Enrolment,64.31,Total,Rural
GJ,2008,Learning Outcomes,52.52,Total,Rural
GJ,2009,Employment Rate,21.06,Male,Rural
GJ,2009,WPR,65.86,Male,Total
GJ,2009,Female LFPR,25.11,Female,Urban
GJ,2009,IMR,62.0,Total,Total
GJ,2009,Education Enrolment,84.88,Female,Total
GJ,2009,Learning Outcomes,58.54,Male,Rural
GJ,2010,Employment Rate,43.03,Total,Urban
GJ,2010,WPR,49.37,Total,Urban
GJ,2010,Female LFPR,87.19,Female,Rural
GJ,2010,IMR,82.09,Male,Rural
GJ,2010,Education Enrolment,15.33,Total,Total
GJ,2010,Learning Outcomes,88.7,Female,Rural
GJ,2011,Employment Rate,58.2,Male,Total
GJ,2011,WPR,38.79,Total,Rural
GJ,2011,Female LFPR,27.58,Male,Urban
GJ,2011,IMR,91.15,Female,Rural
GJ,2011,Education Enrolment,56.13,Female,Rural
GJ,2011,Learning Outcomes,16.93,Total,Total
GJ,2012,Employment Rate,76.41,Female,Total
GJ,2012,WPR,35.27,Female,Total
GJ,2012,Female LFPR,86.63,Total,Urban
GJ,2012,IMR,94.8,Female,Total
GJ,2012,Education Enrolment,39.43,Total,Rural
GJ,2012,Learning Outcomes,27.54,Female,Total
GJ,2013,Employment Rate,36.39,Male,Total
GJ,2013,WPR,84.43,Total,Total
GJ,2013,Female LFPR,81.87,Male,Total
GJ,2013,IMR,67.78,Total,Rural
GJ,2013,Education Enrolment,25.67,Female,Urban
GJ,2013,Learning Outcomes,84.59,Female,Urban
GJ,2014,Employment Rate,81.31,Total,Rural
GJ,2014,WPR,80.22,Female,Rural
GJ,2014,Female LFPR,48.07,Total,Total
GJ,2014,IMR,60.8,Total,Urban
GJ,2014,Education Enrolment,20.41,Total,Rural
GJ,2014,Learning Outcomes,24.59,Male,Rural
GJ,2015,Employment Rate,78.13,Male,Rural
GJ,2015,WPR,38.37,Total,Total
GJ,2015,Female LFPR,73.03,Female,Urban
GJ,2015,IMR,86.08,Male,Rural
GJ,2015,Education Enrolment,78.75,Female,Urban
GJ,2015,Learning Outcomes,25.18,Female,Total
GJ,2016,Employment Rate,75.37,Female,Total
GJ,2016,WPR,46.78,Female,Urban
GJ,2016,Female LFPR,16.37,Total,Urban
GJ,2016,IMR,44.81,Female,Urban
GJ,2016,Education Enrolment,21.14,Female,Urban
GJ,2016,Learning Outcomes,88.84,Female,Urban
GJ,2017,Employment Rate,93.87,Female,Total
GJ,2017,WPR,45.86,Total,Total
GJ,2017,Female LFPR,97.88,Total,Rural
GJ,2017,IMR,81.0,Male,Rural
GJ,2017,Education Enrolment,40.35,Male,Total
GJ,2017,Learning Outcomes,21.39,Female,Urban
GJ,2018,Employment Rate,88.38,Total,Urban
GJ,2018,WPR,97.36,Female,Rural
GJ,2018,Female LFPR,33.24,Total,Total
GJ,2018,IMR,66.2,Female,Urban
GJ,2018,Education Enrolment,21.67,Female,Rural
GJ,2018,Learning Outcomes,31.46,Female,Urban
GJ,2019,Employment Rate,93.65,Male,Rural
GJ,2019,WPR,19.88,Male,Urban
GJ,2019,Female LFPR,42.29,Female,Urban
GJ,2019,IMR,29.38,Male,Rural
GJ,2019,Education Enrolment,88.46,Total,Total
GJ,2019,Learning Outcomes,28.95,Total,Total
GJ,2020,Employment Rate,89.82,Female,Urban
GJ,2020,WPR,25.95,Male,Total
GJ,2020,Female LFPR,23.85,Total,Total
GJ,2020,IMR,27.32,Female,Urban
GJ,2020,Education Enrolment,93.81,Female,Total
GJ,2020,Learning Outcomes,36.24,Female,Total
GJ,2021,Employment Rate,24.75,Female,Rural
GJ,2021,WPR,48.93,Male,Urban
GJ,2021,Female LFPR,48.43,Total,Rural
GJ,2021,IMR,72.72,Male,Urban
GJ,2021,Education Enrolment,40.85,Female,Rural
GJ,2021,Learning Outcomes,86.77,Total,Rural
GJ,2022,Employment Rate,16.56,Male,Total
GJ,2022,WPR,31.05,Total,Total
GJ,2022,Female LFPR,61.63,Male,Rural
GJ,2022,IMR,25.79,Total,Total
GJ,2022,Education Enrolment,40.46,Male,Rural
GJ,2022,Learning Outcomes,52.3,Male,Rural
GJ,2023,Employment Rate,87.95,Male,Urban
GJ,2023,WPR,39.29,Total,Total
GJ,2023,Female LFPR,64.11,Female,Total
GJ,2023,IMR,97.54,Male,Urban
GJ,2023,Education Enrolment,15.46,Female,Total
GJ,2023,Learning Outcomes,35.26,Male,Urban
GJ,2024,Employment Rate,50.63,Male,Urban
GJ,2024,WPR,63.4,Male,Urban
GJ,2024,Female LFPR,87.01,Female,Total
GJ,2024,IMR,22.02,Female,Urban
GJ,2024,Education Enrolment,57.93,Total,Rural
GJ,2024,Learning Outcomes,82.78,Total,Total
GJ,2025,Employment Rate,68.07,Male,Total
GJ,2025,WPR,36.33,Total,Total
GJ,2025,Female LFPR,94.34,Total,Urban
GJ,2025,IMR,81.28,Female,Rural
GJ,2025,Education Enrolment,27.55,Total,Total
GJ,2025,Learning Outcomes,40.4,Male,Urban
RJ,2005,Employment Rate,86.21,Total,Rural
RJ,2005,WPR,40.34,Male,Urban
RJ,2005,Female LFPR,22.86,Male,Rural
RJ,2005,IMR,68.25,Male,Urban
RJ,2005,Education Enrolment,15.47,Female,Total
RJ,2005,Learning Outcomes,30.18,Total,Urban
RJ,2006,Employment Rate,87.38,Total,Total
RJ,2006,WPR,54.57,Female,Urban
RJ,2006,Female LFPR,47.79,Male,Rural
RJ,2006,IMR,38.06,Female,Urban
RJ,2006,Education Enrolment,97.57,Total,Urban
RJ,2006,Learning Outcomes,75.26,Male,Total
RJ,2007,Employment Rate,23.74,Total,Total
RJ,2007,WPR,93.09,Total,Total
RJ,2007,Female LFPR,57.79,Male,Urban
RJ,2007,IMR,79.18,Male,Rural
RJ,2007,Education Enrolment,63.69,Total,Total
RJ,2007,Learning Outcomes,82.89,Male,Total
RJ,2008,Employment Rate,43.2,Total,Rural
RJ,2008,WPR,28.67,Total,Total
RJ,2008,Female LFPR,52.69,Female,Rural
RJ,2008,IMR,79.05,Female,Rural
RJ,2008,Education Enrolment,59.26,Female,Total
RJ,2008,Learning Outcomes,63.86,Male,Rural
RJ,2009,Employment Rate,22.75,Male,Rural
RJ,2009,WPR,64.27,Female,Total
RJ,2009,Female LFPR,70.67,Total,Total
RJ,2009,IMR,89.95,Total,Rural
RJ,2009,Education Enrolment,41.08,Total,Total
RJ,2009,Learning Outcomes,45.3,Total,Urban
RJ,2010,Employment Rate,77.89,Total,Rural
RJ,2010,WPR,24.96,Female,Total
RJ,2010,Female LFPR,80.75,Male,Urban
RJ,2010,IMR,83.72,Female,Rural
RJ,2010,Education Enrolment,54.8,Male,Total
RJ,2010,Learning Outcomes,21.75,Total,Urban
RJ,2011,Employment Rate,67.19,Female,Rural
RJ,2011,WPR,96.91,Total,Urban
RJ,2011,Female LFPR,42.55,Male,Total
RJ,2011,IMR,92.75,Male,Urban
RJ,2011,Education Enrolment,50.41,Male,Rural
RJ,2011,Learning Outcomes,86.07,Female,Urban
RJ,2012,Employment Rate,32.98,Male,Total
RJ,2012,WPR,24.87,Male,Total
RJ,2012,Female LFPR,94.55,Male,Rural
RJ,2012,IMR,68.49,Total,Urban
RJ,2012,Education Enrolment,44.05,Total,Urban
RJ,2012,Learning Outcomes,56.43,Male,Urban
RJ,2013,Employment Rate,39.55,Total,Total
RJ,2013,WPR,72.42,Female,Total
RJ,2013,Female LFPR,20.4,Female,Urban
RJ,2013,IMR,71.54,Female,Total
RJ,2013,Education Enrolment,94.46,Total,Rural
RJ,2013,Learning Outcomes,33.88,Female,Rural
RJ,2014,Employment Rate,91.9,Male,Total
RJ,2014,WPR,31.86,Female,Rural
RJ,2014,Female LFPR,25.82,Total,Total
RJ,2014,IMR,18.98,Total,Total
RJ,2014,Education Enrolment,84.91,Male,Rural
RJ,2014,Learning Outcomes,34.17,Male,Rural
RJ,2015,Employment Rate,96.29,Female,Urban
RJ,2015,WPR,87.28,Male,Rural
RJ,2015,Female LFPR,16.75,Total,Rural
RJ,2015,IMR,72.26,Male,Total
RJ,2015,Education Enrolment,51.52,Total,Urban
RJ,2015,Learning Outcomes,80.75,Female,Urban
RJ,2016,Employment Rate,22.75,Female,Rural
RJ,2016,WPR,22.54,Total,Urban
RJ,2016,Female LFPR,36.69,Female,Total
RJ,2016,IMR,29.39,Total,Urban
RJ,2016,Education Enrolment,42.17,Male,Rural
RJ,2016,Learning Outcomes,97.45,Male,Total
RJ,2017,Employment Rate,19.09,Total,Urban
RJ,2017,WPR,84.07,Female,Urban
RJ,2017,Female LFPR,22.3,Male,Total
RJ,2017,IMR,90.85,Total,Urban
RJ,2017,Education Enrolment,85.31,Total,Urban
RJ,2017,Learning Outcomes,31.29,Male,Total
RJ,2018,Employment Rate,50.04,Male,Urban
RJ,2018,WPR,77.4,Male,Rural
RJ,2018,Female LFPR,41.62,Total,Urban
RJ,2018,IMR,66.68,Total,Urban
RJ,2018,Education Enrolment,86.43,Female,Urban
RJ,2018,Learning Outcomes,91.11,Male,Urban
RJ,2019,Employment Rate,37.83,Male,Total
RJ,2019,WPR,15.31,Total,Rural
RJ,2019,Female LFPR,47.51,Total,Rural
RJ,2019,IMR,75.09,Male,Total
RJ,2019,Education Enrolment,16.59,Total,Urban
RJ,2019,Learning Outcomes,71.84,Total,Rural
RJ,2020,Employment Rate,18.14,Total,Rural
RJ,2020,WPR,87.51,Total,Rural
RJ,2020,Female LFPR,92.9,Male,Rural
RJ,2020,IMR,89.06,Total,Urban
RJ,2020,Education Enrolment,74.76,Female,Total
RJ,2020,Learning Outcomes,23.84,Male,Total
RJ,2021,Employment Rate,90.06,Male,Total
RJ,2021,WPR,96.28,Total,Urban
RJ,2021,Female LFPR,42.32,Total,Rural
RJ,2021,IMR,85.35,Male,Urban
RJ,2021,Education Enrolment,66.82,Total,Total
RJ,2021,Learning Outcomes,90.53,Female,Rural
RJ,2022,Employment Rate,42.31,Total,Rural
RJ,2022,WPR,71.09,Male,Urban
RJ,2022,Female LFPR,39.61,Female,Total
RJ,2022,IMR,70.42,Female,Total
RJ,2022,Education Enrolment,52.17,Total,Rural
RJ,2022,Learning Outcomes,56.7,Female,Urban
RJ,2023,Employment Rate,94.52,Male,Total
RJ,2023,WPR,19.05,Total,Total
RJ,2023,Female LFPR,77.45,Total,Rural
RJ,2023,IMR,31.33,Male,Total
RJ,2023,Education Enrolment,85.09,Total,Rural
RJ,2023,Learning Outcomes,75.29,Total,Urban
RJ,2024,Employment Rate,96.61,Male,Rural
RJ,2024,WPR,28.28,Total,Rural
RJ,2024,Female LFPR,58.42,Female,Rural
RJ,2024,IMR,75.31,Female,Total
RJ,2024,Education Enrolment,48.5,Male,Rural
RJ,2024,Learning Outcomes,16.44,Female,Rural
RJ,2025,Employment Rate,32.63,Total,Rural
RJ,2025,WPR,25.41,Total,Total
RJ,2025,Female LFPR,17.64,Total,Total
RJ,2025,IMR,96.11,Female,Total
RJ,2025,Education Enrolment,41.81,Female,Urban
RJ,2025,Learning Outcomes,49.45,Total,Total
UP,2005,Employment Rate,94.5,Total,Total
UP,2005,WPR,87.65,Female,Rural
UP,2005,Female LFPR,51.62,Male,Rural
UP,2005,IMR,63.22,Total,Urban
UP,2005,Education Enrolment,19.29,Female,Rural
UP,2005,Learning Outcomes,82.03,Total,Urban
UP,2006,Employment Rate,61.99,Female,Urban
UP,2006,WPR,60.59,Male,Rural
UP,2006,Female LFPR,35.29,Male,Rural
UP,2006,IMR,85.47,Female,Urban
UP,2006,Education Enrolment,30.48,Male,Total
UP,2006,Learning Outcomes,87.46,Female,Total
UP,2007,Employment Rate,44.07,Female,Rural
UP,2007,WPR,96.29,Female,Total
UP,2007,Female LFPR,72.02,Female,Rural
UP,2007,IMR,39.66,Male,Rural
UP,2007,Education Enrolment,30.43,Female,Total
UP,2007,Learning Outcomes,92.39,Female,Total
UP,2008,Employment Rate,89.33,Female,Urban
UP,2008,WPR,43.67,Total,Rural
UP,2008,Female LFPR,80.48,Total,Rural
UP,2008,IMR,39.88,Male,Rural
UP,2008,Education Enrolment,27.8,Total,Rural
UP,2008,Learning Outcomes,91.62,Female,Total
UP,2009,Employment Rate,97.09,Male,Rural
UP,2009,WPR,65.91,Male,Rural
UP,2009,Female LFPR,34.27,Male,Total
UP,2009,IMR,84.37,Total,Rural
UP,2009,Education Enrolment,17.96,Male,Urban
UP,2009,Learning Outcomes,66.09,Male,Urban
UP,2010,Employment Rate,63.75,Female,Rural
UP,2010,WPR,29.54,Male,Total
UP,2010,Female LFPR,68.83,Female,Urban
UP,2010,IMR,79.64,Male,Rural
UP,2010,Education Enrolment,50.65,Male,Total
UP,2010,Learning Outcomes,26.46,Total,Rural
UP,2011,Employment Rate,64.48,Male,Total
UP,2011,WPR,58.11,Total,Rural
UP,2011,Female LFPR,84.6,Female,Rural
UP,2011,IMR,48.45,Total,Total
UP,2011,Education Enrolment,35.46,Female,Urban
UP,2011,Learning Outcomes,65.8,Female,Urban
UP,2012,Employment Rate,52.07,Female,Rural
UP,2012,WPR,23.66,Total,Total
UP,2012,Female LFPR,18.26,Male,Rural
UP,2012,IMR,30.24,Total,Rural
UP,2012,Education Enrolment,65.26,Total,Urban
UP,2012,Learning Outcomes,23.78,Male,Rural
UP,2013,Employment Rate,58.04,Male,Rural
UP,2013,WPR,51.3,Total,Total
UP,2013,Female LFPR,91.68,Total,Urban
UP,2013,IMR,83.12,Male,Total
UP,2013,Education Enrolment,90.21,Male,Rural
UP,2013,Learning Outcomes,36.29,Female,Urban
UP,2014,Employment Rate,95.13,Female,Urban
UP,2014,WPR,28.41,Male,Rural
UP,2014,Female LFPR,95.47,Male,Urban
UP,2014,IMR,25.83,Male,Urban
UP,2014,Education Enrolment,16.05,Male,Urban
UP,2014,Learning Outcomes,63.25,Total,Urban
UP,2015,Employment Rate,66.2,Female,Rural
UP,2015,WPR,97.3,Total,Urban
UP,2015,Female LFPR,55.81,Female,Rural
UP,2015,IMR,15.41,Female,Urban
UP,2015,Education Enrolment,60.64,Female,Rural
UP,2015,Learning Outcomes,29.02,Female,Rural
UP,2016,Employment Rate,23.32,Total,Urban
UP,2016,WPR,55.3,Male,Urban
UP,2016,Female LFPR,85.57,Male,Urban
UP,2016,IMR,96.11,Male,Rural
UP,2016,Education Enrolment,20.61,Total,Rural
UP,2016,Learning Outcomes,66.39,Male,Urban
UP,2017,Employment Rate,78.27,Female,Total
UP,2017,WPR,19.4,Female,Urban
UP,2017,Female LFPR,26.07,Male,Total
UP,2017,IMR,57.39,Male,Total
UP,2017,Education Enrolment,66.19,Total,Total
UP,2017,Learning Outcomes,70.43,Male,Urban
UP,2018,Employment Rate,79.42,Male,Rural
UP,2018,WPR,81.19,Female,Rural
UP,2018,Female LFPR,62.44,Total,Total
UP,2018,IMR,83.35,Male,Urban
UP,2018,Education Enrolment,35.09,Total,Total
UP,2018,Learning Outcomes,76.46,Male,Urban
UP,2019,Employment Rate,18.27,Female,Total
UP,2019,WPR,65.68,Female,Rural
UP,2019,Female LFPR,28.91,Male,Urban
UP,2019,IMR,94.74,Total,Total
UP,2019,Education Enrolment,21.48,Female,Urban
UP,2019,Learning Outcomes,82.69,Male,Total
UP,2020,Employment Rate,93.43,Total,Rural
UP,2020,WPR,97.16,Female,Total
UP,2020,Female LFPR,32.75,Female,Rural
UP,2020,IMR,39.27,Female,Rural
UP,2020,Education Enrolment,15.95,Total,Rural
UP,2020,Learning Outcomes,49.06,Male,Rural
UP,2021,Employment Rate,32.42,Female,Total
UP,2021,WPR,55.76,Female,Total
UP,2021,Female LFPR,22.94,Male,Total
UP,2021,IMR,63.93,Total,Total
UP,2021,Education Enrolment,66.93,Total,Rural
UP,2021,Learning Outcomes,88.77,Male,Urban
UP,2022,Employment Rate,74.73,Female,Rural
UP,2022,WPR,88.02,Female,Rural
UP,2022,Female LFPR,46.13,Total,Urban
UP,2022,IMR,49.83,Male,Rural
UP,2022,Education Enrolment,15.69,Total,Rural
UP,2022,Learning Outcomes,50.83,Total,Urban
UP,2023,Employment Rate,26.65,Total,Rural
UP,2023,WPR,63.0,Total,Rural
UP,2023,Female LFPR,69.33,Male,Total
UP,2023,IMR,23.6,Total,Rural
UP,2023,Education Enrolment,22.59,Male,Total
UP,2023,Learning Outcomes,72.14,Male,Total
UP,2024,Employment Rate,48.93,Female,Total
UP,2024,WPR,31.6,Male,Urban
UP,2024,Female LFPR,44.05,Total,Total
UP,2024,IMR,93.47,Total,Total
UP,2024,Education Enrolment,20.57,Male,Total
UP,2024,Learning Outcomes,80.57,Male,Urban
UP,2025,Employment Rate,91.04,Total,Urban
UP,2025,WPR,33.74,Male,Rural
UP,2025,Female LFPR,94.27,Total,Rural
UP,2025,IMR,82.33,Female,Urban
UP,2025,Education Enrolment,54.61,Female,Rural
UP,2025,Learning Outcomes,50.83,Total,Urban
BR,2005,Employment Rate,65.52,Total,Rural
BR,2005,WPR,83.94,Male,Urban
BR,2005,Female LFPR,38.37,Total,Urban
BR,2005,IMR,85.51,Total,Urban
BR,2005,Education Enrolment,62.14,Male,Total
BR,2005,Learning Outcomes,87.09,Total,Rural
BR,2006,Employment Rate,58.77,Total,Total
BR,2006,WPR,77.09,Male,Total
BR,2006,Female LFPR,55.63,Male,Urban
BR,2006,IMR,83.39,Male,Rural
BR,2006,Education Enrolment,94.74,Male,Urban
BR,2006,Learning Outcomes,76.25,Male,Total
BR,2007,Employment Rate,46.69,Total,Urban
BR,2007,WPR,15.31,Female,Rural
BR,2007,Female LFPR,59.67,Male,Total
BR,2007,IMR,67.92,Total,Rural
BR,2007,Education Enrolment,59.86,Total,Total
BR,2007,Learning Outcomes,18.62,Male,Total
BR,2008,Employment Rate,95.6,Male,Total
BR,2008,WPR,88.05,Female,Total
BR,2008,Female LFPR,48.26,Male,Total
BR,2008,IMR,15.11,Female,Urban
BR,2008,Education Enrolment,79.82,Male,Urban
BR,2008,Learning Outcomes,96.17,Male,Urban
BR,2009,Employment Rate,27.49,Male,Total
BR,2009,WPR,62.36,Female,Urban
BR,2009,Female LFPR,61.18,Total,Rural
BR,2009,IMR,86.28,Total,Rural
BR,2009,Education Enrolment,20.23,Male,Rural
BR,2009,Learning Outcomes,16.3,Total,Total
BR,2010,Employment Rate,46.17,Female,Rural
BR,2010,WPR,35.29,Female,Rural
BR,2010,Female LFPR,57.41,Male,Urban
BR,2010,IMR,66.15,Male,Rural
BR,2010,Education Enrolment,62.86,Total,Urban
BR,2010,Learning Outcomes,72.68,Female,Rural
BR,2011,Employment Rate,80.66,Female,Rural
BR,2011,WPR,62.11,Female,Total
BR,2011,Female LFPR,27.42,Female,Urban
BR,2011,IMR,53.89,Female,Rural
BR,2011,Education Enrolment,38.98,Total,Total
BR,2011,Learning Outcomes,78.27,Total,Rural
BR,2012,Employment Rate,79.86,Total,Rural
BR,2012,WPR,64.37,Male,Total
BR,2012,Female LFPR,42.12,Total,Urban
BR,2012,IMR,32.61,Male,Urban
BR,2012,Education Enrolment,86.31,Male,Total
BR,2012,Learning Outcomes,60.32,Male,Urban
BR,2013,Employment Rate,50.76,Female,Total
BR,2013,WPR,81.02,Total,Rural
BR,2013,Female LFPR,46.84,Female,Total
BR,2013,IMR,32.56,Total,Rural
BR,2013,Education Enrolment,20.32,Male,Urban
BR,2013,Learning Outcomes,80.81,Total,Rural
BR,2014,Employment Rate,42.88,Female,Total
BR,2014,WPR,91.08,Male,Urban
BR,2014,Female LFPR,59.99,Total,Total
BR,2014,IMR,81.96,Total,Urban
BR,2014,Education Enrolment,69.36,Female,Total
BR,2014,Learning Outcomes,33.66,Total,Urban
