state_code,settlement_name,year,settlement_type,population,density,classification_source
TN,TN_SETTLEMENT_6,2022,Rural,3301743,17591.04,DEGURBA
TN,TN_SETTLEMENT_7,2022,Rural,6508436,3506.08,DEGURBA
TN,TN_SETTLEMENT_8,2022,Urban Centre,1735891,9373.91,DEGURBA
TN,TN_SETTLEMENT_9,2022,Urban Centre,3374883,15933.61,DEGURBA
TN,TN_SETTLEMENT_10,2022,Rural,1320473,18856.77,DEGURBA
TN,TN_SETTLEMENT_11,2022,Urban Cluster,241192,4286.46,DEGURBA
TN,TN_SETTLEMENT_0,2023,Urban Centre,3923156,2392.71,DEGURBA
TN,TN_SETTLEMENT_1,2023,New Urbanising Settlement,3684956,9224.0,DEGURBA
TN,TN_SETTLEMENT_2,2023,New Urbanising Settlement,7914520,452.23,DEGURBA
TN,TN_SETTLEMENT_3,2023,New Urbanising Settlement,2341506,1496.19,DEGURBA
TN,TN_SETTLEMENT_4,2023,Urban Cluster,5707392,271.41,DEGURBA
TN,TN_SETTLEMENT_5,2023,Urban Centre,4357641,8623.22,DEGURBA
TN,TN_SETTLEMENT_6,2023,Rural,2669427,6068.08,DEGURBA
TN,TN_SETTLEMENT_7,2023,Urban Cluster,3483511,13202.92,DEGURBA
TN,TN_SETTLEMENT_8,2023,Urban Cluster,6299237,16118.39,DEGURBA
TN,TN_SETTLEMENT_9,2023,Rural,1763185,1874.01,DEGURBA
TN,TN_SETTLEMENT_10,2023,New Urbanising Settlement,3952775,10809.39,DEGURBA
TN,TN_SETTLEMENT_11,2023,New Urbanising Settlement,3070783,2784.32,DEGURBA
TN,TN_SETTLEMENT_0,2024,Urban Centre,5547360,9643.57,DEGURBA
TN,TN_SETTLEMENT_1,2024,New Urbanising Settlement,4636444,14405.98,DEGURBA
TN,TN_SETTLEMENT_2,2024,Urban Centre,2028921,11494.9,DEGURBA
TN,TN_SETTLEMENT_3,2024,Urban Centre,2337229,19613.09,DEGURBA
TN,TN_SETTLEMENT_4,2024,New Urbanising Settlement,5965098,9212.63,DEGURBA
TN,TN_SETTLEMENT_5,2024,Rural,2616401,8818.77,DEGURBA
TN,TN_SETTLEMENT_6,2024,Urban Cluster,635363,16883.25,DEGURBA
TN,TN_SETTLEMENT_7,2024,Urban Cluster,2612604,16871.75,DEGURBA
TN,TN_SETTLEMENT_8,2024,New Urbanising Settlement,7192603,14422.15,DEGURBA
TN,TN_SETTLEMENT_9,2024,Urban Cluster,5258996,12571.18,DEGURBA
TN,TN_SETTLEMENT_10,2024,Urban Cluster,4628415,7468.86,DEGURBA
TN,TN_SETTLEMENT_11,2024,New Urbanising Settlement,7870528,2431.69,DEGURBA
TN,TN_SETTLEMENT_0,2025,Rural,1137324,4048.51,DEGURBA
TN,TN_SETTLEMENT_1,2025,Rural,2870883,5218.69,DEGURBA
TN,TN_SETTLEMENT_2,2025,New Urbanising Settlement,1606381,3478.16,DEGURBA
TN,TN_SETTLEMENT_3,2025,Urban Centre,2433950,18007.27,DEGURBA
TN,TN_SETTLEMENT_4,2025,New Urbanising Settlement,6346103,13331.28,DEGURBA
TN,TN_SETTLEMENT_5,2025,New Urbanising Settlement,5798809,8431.83,DEGURBA
TN,TN_SETTLEMENT_6,2025,Urban Centre,7295414,11630.67,DEGURBA
TN,TN_SETTLEMENT_7,2025,Urban Centre,1349721,12874.6,DEGURBA
TN,TN_SETTLEMENT_8,2025,Urban Centre,3088211,8147.08,DEGURBA
TN,TN_SETTLEMENT_9,2025,Urban Centre,3068940,15421.39,DEGURBA
TN,TN_SETTLEMENT_10,2025,Rural,7551990,4144.89,DEGURBA
TN,TN_SETTLEMENT_11,2025,Urban Cluster,4389200,8026.79,DEGURBA
KL,KL_SETTLEMENT_0,2005,New Urbanising Settlement,2349811,5047.27,DEGURBA
KL,KL_SETTLEMENT_1,2005,Urban Cluster,6187711,6161.53,DEGURBA
KL,KL_SETTLEMENT_2,2005,Rural,6622877,9899.9,DEGURBA
KL,KL_SETTLEMENT_3,2005,Urban Cluster,446752,13958.76,DEGURBA
KL,KL_SETTLEMENT_4,2005,New Urbanising Settlement,6021670,10976.14,DEGURBA
KL,KL_SETTLEMENT_5,2005,Urban Cluster,5148760,12454.66,DEGURBA
KL,KL_SETTLEMENT_6,2005,Rural,541809,12403.86,DEGURBA
KL,KL_SETTLEMENT_7,2005,Rural,2246928,4115.8,DEGURBA
KL,KL_SETTLEMENT_8,2005,Urban Centre,6858000,18239.49,DEGURBA
KL,KL_SETTLEMENT_9,2005,New Urbanising Settlement,6418094,6241.16,DEGURBA
KL,KL_SETTLEMENT_10,2005,Urban Centre,799733,18313.34,DEGURBA
KL,KL_SETTLEMENT_11,2005,Urban Centre,6103071,16436.55,DEGURBA
KL,KL_SETTLEMENT_0,2006,Rural,2594626,272.2,DEGURBA
KL,KL_SETTLEMENT_1,2006,Urban Cluster,6142157,15276.66,DEGURBA
KL,KL_SETTLEMENT_2,2006,New Urbanising Settlement,7138708,18614.53,DEGURBA
KL,KL_SETTLEMENT_3,2006,New Urbanising Settlement,1360511,4793.3,DEGURBA
KL,KL_SETTLEMENT_4,2006,Rural,3119917,3709.28,DEGURBA
KL,KL_SETTLEMENT_5,2006,Rural,7113385,10703.17,DEGURBA
KL,KL_SETTLEMENT_6,2006,Urban Cluster,466322,11817.7,DEGURBA
KL,KL_SETTLEMENT_7,2006,New Urbanising Settlement,3387807,2612.41,DEGURBA
KL,KL_SETTLEMENT_8,2006,Urban Cluster,3395518,436.38,DEGURBA
KL,KL_SETTLEMENT_9,2006,Urban Centre,7774530,14010.93,DEGURBA
KL,KL_SETTLEMENT_10,2006,New Urbanising Settlement,3754088,18786.47,DEGURBA
KL,KL_SETTLEMENT_11,2006,New Urbanising Settlement,513469,18780.64,DEGURBA
KL,KL_SETTLEMENT_0,2007,New Urbanising Settlement,2738440,19008.07,DEGURBA
KL,KL_SETTLEMENT_1,2007,Urban Cluster,5028090,9337.62,DEGURBA
KL,KL_SETTLEMENT_2,2007,New Urbanising Settlement,1234747,18874.63,DEGURBA
KL,KL_SETTLEMENT_3,2007,Urban Centre,614563,17125.72,DEGURBA
KL,KL_SETTLEMENT_4,2007,New Urbanising Settlement,1075807,17669.17,DEGURBA
KL,KL_SETTLEMENT_5,2007,Urban Centre,3816856,15204.68,DEGURBA
KL,KL_SETTLEMENT_6,2007,New Urbanising Settlement,6486865,14816.69,DEGURBA
KL,KL_SETTLEMENT_7,2007,Urban Cluster,16357,1603.98,DEGURBA
KL,KL_SETTLEMENT_8,2007,Urban Centre,7940358,1610.8,DEGURBA
KL,KL_SETTLEMENT_9,2007,Rural,6943218,1209.29,DEGURBA
KL,KL_SETTLEMENT_10,2007,Rural,6685659,14516.08,DEGURBA
KL,KL_SETTLEMENT_11,2007,Rural,6637749,4501.22,DEGURBA
KL,KL_SETTLEMENT_0,2008,Urban Cluster,1365265,15729.04,DEGURBA
KL,KL_SETTLEMENT_1,2008,New Urbanising Settlement,2320574,7648.07,DEGURBA
KL,KL_SETTLEMENT_2,2008,Urban Centre,2930169,7389.94,DEGURBA
KL,KL_SETTLEMENT_3,2008,Urban Cluster,4441529,15063.65,DEGURBA
KL,KL_SETTLEMENT_4,2008,Urban Cluster,1787700,7103.89,DEGURBA
KL,KL_SETTLEMENT_5,2008,Urban Cluster,7408337,10892.03,DEGURBA
KL,KL_SETTLEMENT_6,2008,Rural,3185135,13642.32,DEGURBA
KL,KL_SETTLEMENT_7,2008,Rural,7999524,3095.4,DEGURBA
KL,KL_SETTLEMENT_8,2008,Urban Centre,277659,8627.31,DEGURBA
KL,KL_SETTLEMENT_9,2008,Rural,3473503,1908.07,DEGURBA
KL,KL_SETTLEMENT_10,2008,New Urbanising Settlement,7025899,12435.87,DEGURBA
KL,KL_SETTLEMENT_11,2008,New Urbanising Settlement,5793226,19262.19,DEGURBA
KL,KL_SETTLEMENT_0,2009,Urban Centre,4153674,19718.32,DEGURBA
KL,KL_SETTLEMENT_1,2009,New Urbanising Settlement,5067819,9193.74,DEGURBA
KL,KL_SETTLEMENT_2,2009,Urban Cluster,1868247,13950.7,DEGURBA
KL,KL_SETTLEMENT_3,2009,Urban Centre,6794565,17704.9,DEGURBA
KL,KL_SETTLEMENT_4,2009,Urban Centre,6447799,14036.98,DEGURBA
KL,KL_SETTLEMENT_5,2009,Urban Cluster,5988750,9078.64,DEGURBA
KL,KL_SETTLEMENT_6,2009,New Urbanising Settlement,2390517,14944.84,DEGURBA
KL,KL_SETTLEMENT_7,2009,New Urbanising Settlement,2158619,1852.35,DEGURBA
KL,KL_SETTLEMENT_8,2009,Urban Cluster,4242390,1146.76,DEGURBA
KL,KL_SETTLEMENT_9,2009,Urban Centre,5248518,18235.33,DEGURBA
KL,KL_SETTLEMENT_10,2009,Rural,5052496,2220.82,DEGURBA
KL,KL_SETTLEMENT_11,2009,New Urbanising Settlement,708407,11333.17,DEGURBA
KL,KL_SETTLEMENT_0,2010,Urban Cluster,2877623,10343.2,DEGURBA
KL,KL_SETTLEMENT_1,2010,New Urbanising Settlement,4305015,12630.11,DEGURBA
KL,KL_SETTLEMENT_2,2010,Rural,5829472,7987.02,DEGURBA
KL,KL_SETTLEMENT_3,2010,New Urbanising Settlement,4044323,6631.49,DEGURBA
KL,KL_SETTLEMENT_4,2010,Rural,1988479,6953.23,DEGURBA
KL,KL_SETTLEMENT_5,2010,Rural,1463256,17607.79,DEGURBA
KL,KL_SETTLEMENT_6,2010,Urban Cluster,6522726,5846.09,DEGURBA
KL,KL_SETTLEMENT_7,2010,Urban Cluster,2020354,13878.85,DEGURBA
KL,KL_SETTLEMENT_8,2010,Urban Centre,6352266,12369.92,DEGURBA
KL,KL_SETTLEMENT_9,2010,Urban Cluster,6198118,13983.83,DEGURBA
KL,KL_SETTLEMENT_10,2010,Urban Centre,4903148,13047.2,DEGURBA
KL,KL_SETTLEMENT_11,2010,Urban Centre,4385489,16452.7,DEGURBA
KL,KL_SETTLEMENT_0,2011,Urban Cluster,2001349,14052.77,DEGURBA
KL,KL_SETTLEMENT_1,2011,Rural,2774597,13984.27,DEGURBA
KL,KL_SETTLEMENT_2,2011,New Urbanising Settlement,3295302,3652.89,DEGURBA
KL,KL_SETTLEMENT_3,2011,Urban Cluster,1330146,11740.86,DEGURBA
KL,KL_SETTLEMENT_4,2011,Urban Centre,2935449,7018.55,DEGURBA
KL,KL_SETTLEMENT_5,2011,New Urbanising Settlement,2193099,18005.72,DEGURBA
KL,KL_SETTLEMENT_6,2011,Urban Centre,371014,14316.58,DEGURBA
KL,KL_SETTLEMENT_7,2011,New Urbanising Settlement,5472744,1484.5,DEGURBA
KL,KL_SETTLEMENT_8,2011,Rural,873591,1556.81,DEGURBA
KL,KL_SETTLEMENT_9,2011,Urban Cluster,7386847,15893.23,DEGURBA
KL,KL_SETTLEMENT_10,2011,Urban Cluster,5242334,1856.54,DEGURBA
KL,KL_SETTLEMENT_11,2011,Rural,1393963,6094.85,DEGURBA
KL,KL_SETTLEMENT_0,2012,New Urbanising Settlement,3794508,5309.27,DEGURBA
KL,KL_SETTLEMENT_1,2012,Urban Centre,6951019,14669.09,DEGURBA
KL,KL_SETTLEMENT_2,2012,Urban Cluster,441211,9157.01,DEGURBA
KL,KL_SETTLEMENT_3,2012,New Urbanising Settlement,5289326,16090.46,DEGURBA
KL,KL_SETTLEMENT_4,2012,Rural,6289702,18051.4,DEGURBA
KL,KL_SETTLEMENT_5,2012,Urban Centre,3509214,18840.23,DEGURBA
KL,KL_SETTLEMENT_6,2012,Rural,4707898,11613.91,DEGURBA
KL,KL_SETTLEMENT_7,2012,Urban Centre,7073172,6597.16,DEGURBA
KL,KL_SETTLEMENT_8,2012,New Urbanising Settlement,5480964,1100.46,DEGURBA
KL,KL_SETTLEMENT_9,2012,Rural,1587978,14494.09,DEGURBA
KL,KL_SETTLEMENT_10,2012,Urban Cluster,5807944,3166.36,DEGURBA
KL,KL_SETTLEMENT_11,2012,Urban Cluster,7237716,3701.89,DEGURBA
KL,KL_SETTLEMENT_0,2013,Urban Cluster,7210057,3327.34,DEGURBA
KL,KL_SETTLEMENT_1,2013,New Urbanising Settlement,1309862,4766.57,DEGURBA
KL,KL_SETTLEMENT_2,2013,Rural,111745,17047.95,DEGURBA
KL,KL_SETTLEMENT_3,2013,New Urbanising Settlement,5194068,675.12,DEGURBA
KL,KL_SETTLEMENT_4,2013,Rural,3911344,1873.96,DEGURBA
KL,KL_SETTLEMENT_5,2013,Urban Cluster,6490355,11844.61,DEGURBA
KL,KL_SETTLEMENT_6,2013,New Urbanising Settlement,7913976,11361.61,DEGURBA
KL,KL_SETTLEMENT_7,2013,Urban Cluster,5090291,16037.85,DEGURBA
KL,KL_SETTLEMENT_8,2013,Rural,5764236,17514.0,DEGURBA
KL,KL_SETTLEMENT_9,2013,Urban Cluster,4259970,6650.21,DEGURBA
KL,KL_SETTLEMENT_10,2013,Urban Cluster,5879893,13097.73,DEGURBA
KL,KL_SETTLEMENT_11,2013,Rural,891837,9295.06,DEGURBA
KL,KL_SETTLEMENT_0,2014,New Urbanising Settlement,4685009,3524.0,DEGURBA
KL,KL_SETTLEMENT_1,2014,Urban Cluster,7889935,1651.67,DEGURBA
KL,KL_SETTLEMENT_2,2014,Urban Centre,2225883,859.05,DEGURBA
KL,KL_SETTLEMENT_3,2014,Urban Centre,3233518,6418.99,DEGURBA
KL,KL_SETTLEMENT_4,2014,Rural,1526267,15051.66,DEGURBA
KL,KL_SETTLEMENT_5,2014,Urban Centre,5715092,13814.58,DEGURBA
KL,KL_SETTLEMENT_6,2014,Rural,827590,10334.19,DEGURBA
KL,KL_SETTLEMENT_7,2014,Urban Centre,4870060,939.56,DEGURBA
KL,KL_SETTLEMENT_8,2014,Urban Cluster,3729055,17117.57,DEGURBA
KL,KL_SETTLEMENT_9,2014,Urban Centre,2129420,5682.04,DEGURBA
KL,KL_SETTLEMENT_10,2014,New Urbanising Settlement,7934441,13669.26,DEGURBA
KL,KL_SETTLEMENT_11,2014,Urban Cluster,3775555,1013.11,DEGURBA
KL,KL_SETTLEMENT_0,2015,Urban Centre,5177186,6636.02,DEGURBA
KL,KL_SETTLEMENT_1,2015,Urban Cluster,2645401,5445.63,DEGURBA
KL,KL_SETTLEMENT_2,2015,Urban Cluster,7940443,4077.34,DEGURBA
KL,KL_SETTLEMENT_3,2015,New Urbanising Settlement,3682020,18692.29,DEGURBA
KL,KL_SETTLEMENT_4,2015,Urban Cluster,3991246,4247.19,DEGURBA
KL,KL_SETTLEMENT_5,2015,Urban Centre,5907339,9343.11,DEGURBA
KL,KL_SETTLEMENT_6,2015,Urban Centre,2740603,6928.89,DEGURBA
KL,KL_SETTLEMENT_7,2015,Rural,1604333,6705.63,DEGURBA
KL,KL_SETTLEMENT_8,2015,Urban Cluster,4747828,8997.36,DEGURBA
KL,KL_SETTLEMENT_9,2015,New Urbanising Settlement,88299,15617.31,DEGURBA
KL,KL_SETTLEMENT_10,2015,New Urbanising Settlement,2795692,18577.02,DEGURBA
KL,KL_SETTLEMENT_11,2015,New Urbanising Settlement,6777695,8592.39,DEGURBA
KL,KL_SETTLEMENT_0,2016,Rural,4907940,17610.57,DEGURBA
KL,KL_SETTLEMENT_1,2016,New Urbanising Settlement,2553120,17257.2,DEGURBA
KL,KL_SETTLEMENT_2,2016,Rural,3287072,7489.05,DEGURBA
KL,KL_SETTLEMENT_3,2016,New Urbanising Settlement,5296642,6672.2,DEGURBA
KL,KL_SETTLEMENT_4,2016,Urban Cluster,3098337,705.84,DEGURBA
KL,KL_SETTLEMENT_5,2016,Urban Centre,1952100,821.71,DEGURBA
KL,KL_SETTLEMENT_6,2016,Urban Centre,5204540,3618.28,DEGURBA
KL,KL_SETTLEMENT_7,2016,Urban Centre,5014633,17576.45,DEGURBA
KL,KL_SETTLEMENT_8,2016,New Urbanising Settlement,2328426,5621.2,DEGURBA
KL,KL_SETTLEMENT_9,2016,Urban Centre,1721706,3013.72,DEGURBA
KL,KL_SETTLEMENT_10,2016,New Urbanising Settlement,5635065,11015.71,DEGURBA
KL,KL_SETTLEMENT_11,2016,Urban Cluster,4554349,13646.73,DEGURBA
KL,KL_SETTLEMENT_0,2017,New Urbanising Settlement,4783188,15485.38,DEGURBA
KL,KL_SETTLEMENT_1,2017,Rural,5200084,2492.94,DEGURBA
KL,KL_SETTLEMENT_2,2017,Urban Centre,5114664,4240.56,DEGURBA
KL,KL_SETTLEMENT_3,2017,Rural,7346777,1866.57,DEGURBA
KL,KL_SETTLEMENT_4,2017,New Urbanising Settlement,221769,1798.32,DEGURBA
KL,KL_SETTLEMENT_5,2017,New Urbanising Settlement,4086883,18384.59,DEGURBA
KL,KL_SETTLEMENT_6,2017,Urban Centre,1404726,8634.27,DEGURBA
KL,KL_SETTLEMENT_7,2017,Urban Cluster,7025125,4585.5,DEGURBA
KL,KL_SETTLEMENT_8,2017,New Urbanising Settlement,693484,15410.81,DEGURBA
KL,KL_SETTLEMENT_9,2017,Urban Centre,5318915,6353.68,DEGURBA
KL,KL_SETTLEMENT_10,2017,New Urbanising Settlement,554690,4907.04,DEGURBA
KL,KL_SETTLEMENT_11,2017,New Urbanising Settlement,5615387,7865.19,DEGURBA
KL,KL_SETTLEMENT_0,2018,Urban Cluster,7519092,8173.49,DEGURBA
KL,KL_SETTLEMENT_1,2018,Urban Cluster,674220,6003.62,DEGURBA
KL,KL_SETTLEMENT_2,2018,Urban Centre,4255739,1505.63,DEGURBA
KL,KL_SETTLEMENT_3,2018,Urban Cluster,4147111,17015.0,DEGURBA
KL,KL_SETTLEMENT_4,2018,Urban Centre,4310188,4956.86,DEGURBA
KL,KL_SETTLEMENT_5,2018,Urban Centre,4997176,14952.44,DEGURBA
KL,KL_SETTLEMENT_6,2018,New Urbanising Settlement,5652742,6249.52,DEGURBA
KL,KL_SETTLEMENT_7,2018,Rural,5744413,14371.73,DEGURBA
KL,KL_SETTLEMENT_8,2018,Urban Centre,3148053,10507.88,DEGURBA
KL,KL_SETTLEMENT_9,2018,Urban Centre,3880886,10341.45,DEGURBA
KL,KL_SETTLEMENT_10,2018,Urban Cluster,5888357,18946.63,DEGURBA
KL,KL_SETTLEMENT_11,2018,Urban Cluster,7444071,12697.07,DEGURBA
KL,KL_SETTLEMENT_0,2019,Urban Centre,1680074,17828.19,DEGURBA
KL,KL_SETTLEMENT_1,2019,Rural,2925578,19312.19,DEGURBA
KL,KL_SETTLEMENT_2,2019,Rural,1423038,4668.56,DEGURBA
KL,KL_SETTLEMENT_3,2019,Urban Cluster,5271532,19495.74,DEGURBA
KL,KL_SETTLEMENT_4,2019,Urban Centre,6489158,9558.76,DEGURBA
KL,KL_SETTLEMENT_5,2019,Rural,2682482,10536.56,DEGURBA
KL,KL_SETTLEMENT_6,2019,New Urbanising Settlement,6447845,1084.27,DEGURBA
KL,KL_SETTLEMENT_7,2019,Urban Cluster,7557088,7950.43,DEGURBA
KL,KL_SETTLEMENT_8,2019,Urban Centre,1134717,4316.14,DEGURBA
KL,KL_SETTLEMENT_9,2019,New Urbanising Settlement,5647136,19748.85,DEGURBA
KL,KL_SETTLEMENT_10,2019,Urban Centre,4260245,19868.68,DEGURBA
KL,KL_SETTLEMENT_11,2019,Rural,6695021,9892.88,DEGURBA
KL,KL_SETTLEMENT_0,2020,New Urbanising Settlement,5814759,2386.77,DEGURBA
KL,KL_SETTLEMENT_1,2020,New Urbanising Settlement,7701005,16218.57,DEGURBA
KL,KL_SETTLEMENT_2,2020,Urban Cluster,6446649,14113.44,DEGURBA
KL,KL_SETTLEMENT_3,2020,Urban Cluster,5839986,5218.69,DEGURBA
KL,KL_SETTLEMENT_4,2020,Urban Centre,5511455,9304.48,DEGURBA
KL,KL_SETTLEMENT_5,2020,Rural,4823671,17335.23,DEGURBA
KL,KL_SETTLEMENT_6,2020,New Urbanising Settlement,692843,15056.19,DEGURBA
KL,KL_SETTLEMENT_7,2020,Urban Centre,763049,7761.06,DEGURBA
KL,KL_SETTLEMENT_8,2020,Rural,2337433,11772.5,DEGURBA
KL,KL_SETTLEMENT_9,2020,New Urbanising Settlement,5857390,2370.04,DEGURBA
KL,KL_SETTLEMENT_10,2020,Urban Centre,6309092,902.3,DEGURBA
KL,KL_SETTLEMENT_11,2020,Urban Cluster,2524128,937.21,DEGURBA
KL,KL_SETTLEMENT_0,2021,Rural,1399682,13969.97,DEGURBA
KL,KL_SETTLEMENT_1,2021,Rural,2342427,14629.46,DEGURBA
KL,KL_SETTLEMENT_2,2021,Urban Cluster,7411477,15982.26,DEGURBA
KL,KL_SETTLEMENT_3,2021,Urban Centre,7274583,18031.72,DEGURBA
KL,KL_SETTLEMENT_4,2021,New Urbanising Settlement,5089736,14555.14,DEGURBA
KL,KL_SETTLEMENT_5,2021,Urban Centre,2106628,3656.2,DEGURBA
KL,KL_SETTLEMENT_6,2021,Rural,3908881,7345.52,DEGURBA
KL,KL_SETTLEMENT_7,2021,New Urbanising Settlement,5540472,7646.52,DEGURBA
KL,KL_SETTLEMENT_8,2021,New Urbanising Settlement,1503345,19315.7,DEGURBA
KL,KL_SETTLEMENT_9,2021,Urban Cluster,2758596,11275.11,DEGURBA
KL,KL_SETTLEMENT_10,2021,Urban Cluster,7406314,18709.73,DEGURBA
KL,KL_SETTLEMENT_11,2021,Rural,4741662,12302.74,DEGURBA
KL,KL_SETTLEMENT_0,2022,Rural,750371,4495.28,DEGURBA
KL,KL_SETTLEMENT_1,2022,New Urbanising Settlement,7714169,12490.08,DEGURBA
KL,KL_SETTLEMENT_2,2022,Rural,4016179,7157.58,DEGURBA
KL,KL_SETTLEMENT_3,2022,New Urbanising Settlement,5310658,12914.25,DEGURBA
KL,KL_SETTLEMENT_4,2022,Urban Centre,4835058,18086.29,DEGURBA
KL,KL_SETTLEMENT_5,2022,New Urbanising Settlement,241424,2675.21,DEGURBA
KL,KL_SETTLEMENT_6,2022,Rural,5408629,17838.98,DEGURBA
KL,KL_SETTLEMENT_7,2022,Urban Centre,3958231,5920.97,DEGURBA
KL,KL_SETTLEMENT_8,2022,Urban Centre,7178404,9747.8,DEGURBA
KL,KL_SETTLEMENT_9,2022,Urban Cluster,4125116,12325.58,DEGURBA
KL,KL_SETTLEMENT_10,2022,New Urbanising Settlement,385457,16392.0,DEGURBA
KL,KL_SETTLEMENT_11,2022,Urban Cluster,2917951,10925.01,DEGURBA
KL,KL_SETTLEMENT_0,2023,Urban Cluster,3448419,14094.37,DEGURBA
KL,KL_SETTLEMENT_1,2023,Urban Centre,6799604,5897.53,DEGURBA
KL,KL_SETTLEMENT_2,2023,Urban Cluster,5308443,10651.91,DEGURBA
KL,KL_SETTLEMENT_3,2023,Rural,4030131,11461.96,DEGURBA
KL,KL_SETTLEMENT_4,2023,Urban Cluster,4962607,11485.75,DEGURBA
KL,KL_SETTLEMENT_5,2023,Urban Centre,5122980,13341.54,DEGURBA
KL,KL_SETTLEMENT_6,2023,Urban Cluster,5607151,17006.01,DEGURBA
KL,KL_SETTLEMENT_7,2023,Urban Cluster,6563170,14542.76,DEGURBA
KL,KL_SETTLEMENT_8,2023,Rural,6344363,11297.66,DEGURBA
KL,KL_SETTLEMENT_9,2023,Rural,51371,13178.69,DEGURBA
KL,KL_SETTLEMENT_10,2023,New Urbanising Settlement,5140448,9497.18,DEGURBA
KL,KL_SETTLEMENT_11,2023,Urban Cluster,6480763,18595.6,DEGURBA
KL,KL_SETTLEMENT_0,2024,Urban Centre,872414,6468.57,DEGURBA
KL,KL_SETTLEMENT_1,2024,New Urbanising Settlement,171587,16241.04,DEGURBA
KL,KL_SETTLEMENT_2,2024,Rural,7722957,18140.93,DEGURBA
KL,KL_SETTLEMENT_3,2024,New Urbanising Settlement,3665983,14177.46,DEGURBA
KL,KL_SETTLEMENT_4,2024,New Urbanising Settlement,244891,10828.88,DEGURBA
KL,KL_SETTLEMENT_5,2024,Urban Centre,1383284,4302.19,DEGURBA
KL,KL_SETTLEMENT_6,2024,Rural,1202961,13107.87,DEGURBA
KL,KL_SETTLEMENT_7,2024,Urban Centre,5698847,19484.21,DEGURBA
KL,KL_SETTLEMENT_8,2024,Urban Cluster,2694389,2409.62,DEGURBA
KL,KL_SETTLEMENT_9,2024,Rural,6326310,12889.65,DEGURBA
KL,KL_SETTLEMENT_10,2024,New Urbanising Settlement,4078184,2425.61,DEGURBA
KL,KL_SETTLEMENT_11,2024,Urban Centre,5478185,4009.74,DEGURBA
KL,KL_SETTLEMENT_0,2025,New Urbanising Settlement,4942410,19298.69,DEGURBA
KL,KL_SETTLEMENT_1,2025,New Urbanising Settlement,1246439,2259.4,DEGURBA
KL,KL_SETTLEMENT_2,2025,New Urbanising Settlement,6326821,14003.4,DEGURBA
KL,KL_SETTLEMENT_3,2025,New Urbanising Settlement,1557906,17770.67,DEGURBA
KL,KL_SETTLEMENT_4,2025,Urban Centre,1428249,11245.51,DEGURBA
KL,KL_SETTLEMENT_5,2025,Urban Cluster,4450732,6090.77,DEGURBA
KL,KL_SETTLEMENT_6,2025,New Urbanising Settlement,6774134,8904.92,DEGURBA
KL,KL_SETTLEMENT_7,2025,Rural,6801548,1530.27,DEGURBA
KL,KL_SETTLEMENT_8,2025,Rural,2400497,4117.52,DEGURBA
KL,KL_SETTLEMENT_9,2025,Urban Cluster,4118475,12113.07,DEGURBA
KL,KL_SETTLEMENT_10,2025,New Urbanising Settlement,5329331,7885.98,DEGURBA
KL,KL_SETTLEMENT_11,2025,Urban Cluster,4299282,16717.92,DEGURBA
KA,KA_SETTLEMENT_0,2005,Urban Cluster,3465076,19757.91,DEGURBA
KA,KA_SETTLEMENT_1,2005,Urban Cluster,2848353,13061.7,DEGURBA
KA,KA_SETTLEMENT_2,2005,Urban Centre,5724828,13136.13,DEGURBA
KA,KA_SETTLEMENT_3,2005,Urban Centre,3514605,18860.67,DEGURBA
KA,KA_SETTLEMENT_4,2005,Urban Centre,7659619,5787.14,DEGURBA
KA,KA_SETTLEMENT_5,2005,Rural,3206647,9124.22,DEGURBA
KA,KA_SETTLEMENT_6,2005,Urban Cluster,6175640,3317.57,DEGURBA
KA,KA_SETTLEMENT_7,2005,Urban Cluster,4561274,18209.47,DEGURBA
KA,KA_SETTLEMENT_8,2005,New Urbanising Settlement,3021181,5752.51,DEGURBA
KA,KA_SETTLEMENT_9,2005,Urban Centre,2121659,13738.54,DEGURBA
KA,KA_SETTLEMENT_10,2005,Rural,471401,18208.86,DEGURBA
KA,KA_SETTLEMENT_11,2005,Rural,5607216,12984.57,DEGURBA
KA,KA_SETTLEMENT_0,2006,Rural,4520964,1106.37,DEGURBA
KA,KA_SETTLEMENT_1,2006,Urban Centre,7153378,12633.16,DEGURBA
KA,KA_SETTLEMENT_2,2006,New Urbanising Settlement,1998729,10839.66,DEGURBA
KA,KA_SETTLEMENT_3,2006,Urban Centre,2766728,1312.95,DEGURBA
KA,KA_SETTLEMENT_4,2006,Urban Centre,4249397,15340.06,DEGURBA
KA,KA_SETTLEMENT_5,2006,Urban Centre,6411911,15448.21,DEGURBA
KA,KA_SETTLEMENT_6,2006,Rural,576719,19512.89,DEGURBA
KA,KA_SETTLEMENT_7,2006,Urban Centre,3097270,1696.8,DEGURBA
KA,KA_SETTLEMENT_8,2006,Urban Centre,7747505,5931.09,DEGURBA
KA,KA_SETTLEMENT_9,2006,New Urbanising Settlement,3197301,6894.6,DEGURBA
KA,KA_SETTLEMENT_10,2006,Urban Centre,1704963,2209.78,DEGURBA
KA,KA_SETTLEMENT_11,2006,New Urbanising Settlement,2116722,8675.35,DEGURBA
KA,KA_SETTLEMENT_0,2007,New Urbanising Settlement,1744721,12981.57,DEGURBA
KA,KA_SETTLEMENT_1,2007,New Urbanising Settlement,1552439,14389.92,DEGURBA
